hERG_IC50,hERG_h,hERG_Bmax
12.77,1.331,99
12.78,1.229,99
9.477,1.602,86.42
10.13,1.576,93.64
12.74,1.3,99
10.58,1.491,89.5
12.43,1.341,99
9.287,1.543,85.62
13.01,1.36,99
8.42,1.866,81.21
9.628,1.697,86.02
8.09,1.755,81.58
11.27,1.291,89.92
9.51,1.497,92.04
13.83,1.317,97.19
10.54,1.442,89.52
11.73,1.456,95.7
12.32,1.391,99
13.53,1.476,99
11.77,1.378,93.69
13.58,1.175,99
12.2,1.279,99
10.6,1.321,94.92
13.23,1.254,98.88
10.82,1.389,87.87
11.18,1.328,90.22
13.71,1.236,99
12.16,1.456,91.26
10.37,1.414,90.04
10.19,1.558,87.41
9.174,1.459,86.91
11.59,1.316,93.73
11.43,1.325,91.18
12.64,1.253,99
13.2,1.289,99
9.15,1.714,83.22
12.47,1.348,99
11.23,1.411,94.84
8.437,1.929,80.93
10.15,1.449,85.55
10.38,1.479,88.04
9.142,1.714,84.95
13.88,1.27,99
13.3,1.341,99
13.12,1.301,99
9.415,1.703,88.51
10.88,1.382,90.58
12.11,1.341,94.91
14.12,1.283,99
12.56,1.387,94.69
11.65,1.312,97.98
10.56,1.508,90.48
12.84,1.362,99
11.4,1.431,99
9.359,1.548,83.09
12.94,1.416,93.78
11.34,1.295,90.77
12.39,1.334,99
8.466,1.742,82.02
9.662,1.457,85.82
12.3,1.337,98.62
10.48,1.483,88.79
10.38,1.441,91.69
9.84,1.518,85.47
10.21,1.481,88.17
10.2,1.418,89.55
11.12,1.371,95
12.46,1.271,99
12.9,1.334,99
12.45,1.24,99
12.11,1.395,94.1
10.88,1.351,91.69
13.73,1.152,99
13.49,1.228,99
9.656,1.414,88.39
14.37,1.257,99
14.01,1.285,98.69
8.492,1.565,82.46
10.23,1.523,88.98
11.93,1.331,94.08
9.596,1.547,82.95
9.986,1.541,90.36
12.76,1.295,99
13.59,1.221,99
12.3,1.464,94.8
12,1.268,99
8.265,1.559,84.25
9.896,1.632,93.19
12.16,1.378,96.08
10.45,1.357,91.65
13.69,1.283,99
11.82,1.333,99
11.02,1.383,93.6
12.38,1.362,99
12.25,1.301,99
11.88,1.422,90.82
13.84,1.319,99
7.846,1.854,80.3
11.09,1.558,91.23
10.75,1.39,93.56
10.63,1.477,86.69
11.05,1.304,91.42
13.08,1.213,99
12.45,1.407,95.08
13.17,1.283,99
7.315,1.98,76.13
11.87,1.322,97.85
12.8,1.242,99
10.67,1.566,88.42
13.18,1.265,99
11.77,1.35,92.25
12,1.4,94.25
11.59,1.297,92.58
9.921,1.483,87.6
12.85,1.308,97.63
10.02,1.484,89.12
8.172,1.753,80.58
13.69,1.296,99
10.48,1.567,85.51
12.2,1.329,95.45
12.8,1.234,99
8.832,1.783,81.97
13.2,1.354,99
14.07,1.227,99
13.27,1.255,99
10.81,1.446,92.57
12.81,1.35,99
