ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
208100,1.58,13830000,1.278,20170000,1.67,1764,1.639,860900000,0.6823,91310000,1.951,14.43,1.935
19230000,0.8842,451900000,1.993,26110000,1.209,6215,1.79,6.168e+09,0.6506,24410000,0.6112,12.34,1.616
2511,0.8783,1.001e+09,1.881,5844000,1.982,48970000,1.712,3817,1.072,242500,0.783,13.05,1.593
707.9,1.558,141400000,1.432,152500000,1.625,333500000,1.911,1027,0.8555,225100,1.502,12.61,1.186
394100,0.8548,61700,1.566,70390000,0.9442,1.892e+09,1.863,93500,1.513,6159000,1.387,11.05,1.361
102300000,1.458,707500000,0.9162,47190,0.5893,878900000,1.988,4168000,1.794,3.572e+09,1.58,10.48,1.435
860500000,0.7746,483500000,0.7759,774000,0.5467,42570000,1.918,1309000,0.6659,55020,0.7389,16.86,1.765
9.699e+09,1.035,57230000,1.183,95930000,1.499,4.196e+09,1.502,5.821e+09,1.931,2.918e+09,1.283,13.62,1.616
4.825e+09,1.147,8991,0.6377,1038000,1.106,277900000,1.425,492600,0.7563,32170000,1.744,15.93,1.334
2315000,1.515,3.018e+09,1.044,3.531e+09,0.5343,17910,1.583,91950,0.8716,32350,1.639,13.33,1.244
401.8,1.411,1013000,1.489,194500000,1.613,1.307e+09,0.5467,3447000,1.023,572.9,1.881,13.12,1.316
7.388e+09,1.329,240300000,1.769,11210,1.371,47860,0.9418,2014000,1.099,1502,1.7,12.55,1.032
706900000,0.5279,248800,1.658,8279000,0.6169,18200000,1.355,57530000,0.6007,46730,1.911,12.91,1.21
1141000,0.7657,4545000,1.33,34130,1.133,9771,1.788,1094000,1.481,122400000,1.477,13.17,1.443
39300000,1.13,3.61e+08,1.84,1.424e+09,0.9136,636300,1.616,48420,1.276,7.733e+09,1.755,14,1.51
2.091e+09,0.677,568400000,1.817,1660,1.973,5302,1.374,606,1.548,3571000,1.871,13.38,1.612
69890000,0.6846,132300,0.9678,130000,1.038,525400,1.395,1540,1.957,49710,1.448,11.92,1.659
4.675e+09,0.9802,1.558e+09,1.701,68490000,0.6913,8.288e+09,0.5903,148800,0.5018,38360,1.474,21.9,1.176
27890000,1.16,18810,1.555,1.818e+09,1.314,4378,1.609,11200000,1.361,154900,1.324,15.43,0.9476
21010,1.307,860500000,0.5457,6171,0.7975,8549,1.962,128700000,1.212,803100000,0.981,9.782,1.4
169900,1.575,15760000,0.6913,2700,1.952,155800,0.81,46510000,1.118,430600000,1.342,14.51,1.465
23320,0.7473,12790,1.309,37690,1.841,284700000,0.8931,908500,0.7275,1436,1.441,11.62,1.182
159500,1.068,24320,1.45,8.8e+08,0.6246,319300,1.454,257100,1.001,2150,1.61,13.62,1.828
38920,0.5774,56060,1.695,1052,0.8693,350400000,0.6748,39320000,0.9695,1115,1.585,12.71,1.668
96440,0.711,257200,0.5193,84440000,1.08,976300,1.314,5.102e+09,1.598,2027,1.353,12.98,1.548
714500000,0.792,4216,1.497,33910000,1.684,372600,1.048,482900000,0.5731,4.302e+09,1.343,17.88,1.311
41840000,0.8207,237300,1.649,3.745e+09,1.509,2157000,0.8927,1.112e+09,0.745,4.796e+09,1.418,19,1.177
105600000,0.5875,64490,0.874,89690000,1.067,6539,0.9532,14390,1.498,2340000,0.8214,13.12,1.473
2.446e+09,0.5393,9586,1.259,5463,0.8544,1811000,0.6871,9298,1.34,121200,1.484,15.22,0.9688
6222000,0.5954,5.719e+09,1.073,361600,1.062,2.8e+09,0.7714,24500,0.6132,5110000,0.8958,14.61,1.173
96330,1.81,606.1,1.876,1361000,0.6931,9.532e+09,0.871,24690000,0.9451,6.37e+08,1.766,13.05,1.181
384800,1.81,97300,1.329,1570000,0.9742,1178,1.719,151800,0.5621,8794000,0.9155,10.47,1.345
329400,1.774,55450000,0.6724,1205000,0.6006,31610000,1.907,809700000,1.164,728400000,0.8588,9.482,1.445
1.77e+08,1.102,90110,1.108,72070000,1.543,3296000,1.315,6359,1.369,887400,0.7683,16.36,0.9157
7.513e+09,1.588,17900000,1.794,1112,0.9887,1765,1.894,50450000,1.133,9590000,0.7612,19.04,1.58
45420,0.599,771.9,1.994,507400,0.8054,341700,1.709,658200000,1.066,2.5e+08,0.6071,14,1.342
52150,0.7783,3967000,1.614,841300,1.174,3.01e+08,0.9813,99100000,0.7697,91450,1.708,12.68,1.679
22390000,0.7657,57350000,0.5236,734700000,1.219,1.266e+09,1.909,4720000,1.818,121000,1.152,9.932,0.933
53500000,1.547,6.562e+09,1.665,1.37e+08,1.523,4635000,1.276,17640,0.9757,176700,0.9743,12.95,1.257
222800000,1.955,1058000,1.52,8216,1.927,20370,1.445,4897000,1.651,970900000,0.6336,12.1,1.585
761500000,1.701,327.5,1.153,9893000,1.844,2.17e+08,1.598,7.433e+09,1.318,490100,0.6303,14.65,1.3
5.419e+09,0.7682,1754,0.7978,598300,0.8436,1.111e+09,0.853,690600,1.387,20730000,1.645,17.58,1.194
1963000,1.844,8467,0.6271,5399,1.564,5054000,1.511,9.279e+09,1.217,27260000,0.9814,15.62,1.161
