ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
1.264e+09,1.131,22380,1.394,7378,1.903
9160000,1.296,17870,1.743,6390,1.845
643800,1.275,19800,1.62,6589,1.773
7829000,1.031,31300,0.9645,6075,1.981
20370000,1.773,21930,1.335,6236,1.951
122100000,1.82,17340,1.955,6123,1.643
4.781e+09,1.255,17720,1.795,6410,1.844
1416000,1.223,25420,1.191,6972,1.891
136500,1.59,31290,1.031,7348,1.84
1.515e+09,0.9839,25150,1.293,6378,1.721
3.889e+09,1.497,20740,1.679,6666,1.797
29060000,1.272,19320,1.618,7104,1.631
945400000,0.5506,20140,1.575,7335,1.812
91890000,1.672,26540,1.151,5171,1.394
606500,1.417,16680,1.984,6492,1.469
3799000,0.9968,18330,1.678,7210,1.389
2238000,0.8646,19340,1.564,6378,1.713
906900000,1.331,17200,1.799,4651,1.705
65350000,1.243,25500,1.161,5749,1.552
1.813e+09,1.5,24480,1.293,7210,1.705
6.733e+09,1.068,19510,1.559,7723,1.973
65800000,0.6897,25220,1.217,6885,1.985
657400000,0.7392,19950,1.675,6757,1.986
16070000,1.139,22060,1.474,7212,1.879
1388000,1.713,24450,1.122,8032,1.615
29290000,1.953,20000,1.652,6742,1.176
27700000,1.561,18320,1.742,7652,1.758
7.466e+09,1.712,22150,1.411,6050,1.943
1.386e+09,1.234,24100,1.233,6443,1.584
421200000,1.501,25250,1.185,7602,1.69
2985000,1.064,25460,1.074,6063,1.887
1787000,1.824,19480,1.858,5839,1.779
30570000,1.489,18570,1.96,6153,1.807
174100000,0.8104,19720,1.667,6490,1.967
563500000,1.711,17000,1.965,6224,1.975
7.626e+09,1.722,18390,1.755,8200,1.708
84740000,1.373,19620,1.469,8945,1.437
123300000,0.8708,18950,1.654,6352,1.418
1.669e+09,1.333,21710,1.46,7005,1.802
2896000,1.915,32690,0.989,6894,1.899
17670000,0.8667,23000,1.395,5740,1.635
1500000,1.086,21670,1.384,7405,1.408
20450000,0.8561,19030,1.731,8811,1.212
2514000,1.359,18540,1.819,5773,1.744
9.509e+09,0.8183,25900,1.11,8074,1.409
72780000,1.245,20120,1.543,8323,1.429
43240000,1.478,19540,1.55,6453,1.946
552600,1.216,22010,1.273,6403,1.607
4.821e+09,1.103,20070,1.549,7713,1.673
516700000,0.9067,18170,1.962,7346,1.685
34170000,1.284,18440,1.815,6997,1.838
2.768e+09,1.31,18220,1.814,7197,1.847
3077000,0.7012,19380,1.507,6533,1.759
2698000,0.9812,18550,1.709,6739,1.686
841700000,1.176,18070,1.82,6204,1.922
3.53e+08,1.453,18380,1.799,6836,1.969
8392000,0.963,19640,1.726,9033,1.932
734400000,0.5909,22680,1.246,8280,1.789
860200000,1.874,19190,1.682,6790,1.938
5.655e+09,0.6647,16990,1.961,6871,1.962
8.167e+09,0.7895,20280,1.406,6820,1.892
2320000,1.408,18410,1.716,6829,1.997
30250000,0.6943,22500,1.305,5863,1.88
778800,1.189,29460,1.023,5885,1.801
2.4e+07,0.864,20010,1.623,6464,1.745
2.184e+09,1.275,24740,1.15,6234,1.659
2.247e+09,0.7998,21570,1.429,7623,1.756
1.013e+09,1.92,28000,1.098,6449,1.962
2.337e+09,1.541,18790,1.564,4778,1.471
9.984e+09,1.224,22130,1.327,5913,1.302
50150000,1.837,26620,1.272,5837,1.551
30200000,1.631,21120,1.477,5075,1.856
4.462e+09,0.8651,20840,1.432,6983,1.902
36120000,1.537,23270,1.416,7601,1.967
136100000,1.783,18940,1.646,6641,1.451
1.914e+09,1.71,24310,1.295,5937,1.584
4.096e+09,1.869,22040,1.363,7448,1.84
30620000,0.6893,22120,1.348,6824,1.988
6987000,1.657,20040,1.344,6808,1.835
2777000,1.953,19960,1.472,8351,1.685
294900000,0.8656,20210,1.389,6345,1.815
54080000,0.5563,17240,1.659,6435,1.9
83390000,0.884,21360,1.269,7586,1.972
12830000,0.9828,21300,1.455,6424,1.812
2.712e+09,0.7211,21990,1.486,6547,1.668
28130000,1.884,18700,1.741,6708,1.868
13980000,1.435,24710,1.2,6683,1.883
1.17e+09,0.6167,36550,0.9525,7997,1.51
6.955e+09,1.043,31010,1.106,6412,1.869
1.988e+09,1.325,19620,1.534,6268,1.939
986000,1.454,18770,1.748,6651,1.978
140700,1.692,17890,1.901,7629,1.91
156500,1.86,17410,1.737,6244,1.767
1.325e+09,0.8182,24670,1.323,6304,1.992
780500,1.754,20610,1.469,7036,1.831
2.005e+09,0.7526,17830,1.91,7231,1.782
7.68e+09,1.715,17840,1.802,6480,1.751
140600,1.755,23730,1.357,5593,1.628
2519000,1.511,20270,1.522,6692,1.82
28550000,1.26,18460,1.752,6228,1.597
226500000,1.773,23070,1.347,7947,1.934
441800000,1.399,28920,1.099,7325,1.865
1.314e+09,0.9947,31720,0.9464,7268,1.638
134400000,0.8694,21710,1.384,6709,1.96
85090000,1.099,19780,1.45,6215,1.94
1252000,1.849,20810,1.575,6819,1.972
3.744e+09,1.943,21960,1.32,6929,1.989
1.327e+09,1.424,18760,1.849,6331,1.754
888900,1.492,18870,1.731,7189,1.981
5.427e+09,1.699,19400,1.457,6253,1.712
290300000,0.8668,18370,1.828,7056,1.823
76580000,1.734,22570,1.327,7218,1.75
3008000,1.919,22240,1.336,6907,1.98
18750000,1.384,17730,1.847,6907,1.986
5.11e+08,1.578,17170,1.859,6815,1.753
8164000,0.9976,21850,1.394,5977,1.506
5.175e+09,1.32,19030,1.587,5738,1.695
375600000,1.701,24040,1.246,6804,1.344
7.784e+09,1.474,20740,1.374,6533,1.746
25910000,1.861,23870,1.265,6161,1.731
179100000,1.2,20140,1.472,7859,1.917
128700000,1.29,23180,1.306,6300,1.744
267600000,1.965,18550,1.814,7862,1.938
80310000,1.725,17470,1.938,7516,1.883
325100000,0.8519,18230,1.95,7555,1.511
18460000,0.8956,23830,1.344,6490,1.867
14120000,1.994,19130,1.652,7066,1.834
8709000,1.473,21020,1.346,7144,1.629
320200000,0.5238,19450,1.806,5862,1.672
198800000,0.6827,21160,1.388,5612,1.975
2.422e+09,1.666,21960,1.218,6642,1.79
3511000,0.913,25290,1.093,9342,1.736
42980000,0.6563,22330,1.309,5778,1.489
10300000,1.22,24320,1.179,7697,1.69
99050000,1.839,21280,1.43,7161,1.806
6163000,0.7995,23610,1.162,5670,1.968
