ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
7.651,0.501,42960,1.863,7074,1.331
8.155,0.5867,48020,1.505,8173,1.76
9.378,0.5795,46320,1.599,8200,1.385
7.4,0.5005,44670,1.895,7567,1.417
9.789,0.5256,48650,1.882,7468,1.792
9.961,0.5141,46840,1.688,8273,1.663
11.45,0.5304,47140,1.954,8624,1.724
7.345,0.5109,43860,1.986,6773,1.456
7.377,0.5005,44440,1.953,7452,1.116
9.229,0.5348,46390,1.693,7468,1.66
7.057,0.5177,45580,1.625,9475,1.632
8.267,0.5113,46650,1.911,6738,1.829
7.875,0.521,43280,1.881,9520,1.588
9.063,0.507,48010,1.974,9414,1.555
6.574,0.5032,47100,1.999,9164,1.818
7.142,0.5193,45450,1.967,6255,1.692
7.595,0.5013,45630,1.995,6407,1.526
6.942,0.5002,42900,1.827,8028,1.664
8.957,0.5214,47530,1.863,8601,1.705
10.63,0.5027,47590,1.76,7904,1.828
9.132,0.5235,47150,1.966,7503,1.923
9.549,0.5202,45470,1.953,7691,1.971
7.289,0.5474,48890,1.99,7977,1.41
6.896,0.5199,45150,1.705,8072,1.901
6.797,0.5275,43630,1.744,8165,1.997
9.007,0.515,44240,1.887,8006,1.929
9.251,0.549,48310,1.842,7643,1.836
8.375,0.5771,49910,1.878,8831,1.931
7.84,0.5865,46010,1.88,6780,1.316
8.108,0.5349,44470,1.894,7900,1.863
7.187,0.5266,46010,1.758,7932,1.448
6.575,0.5499,44260,1.885,7472,1.946
5.653,0.5031,47980,1.969,8700,1.622
6.791,0.5201,46700,1.842,9969,1.851
7.513,0.5046,46850,1.781,7863,1.891
7.532,0.5074,46540,1.684,7638,1.68
8.345,0.5046,44330,1.833,6775,1.226
9.034,0.5458,48320,1.815,7107,1.994
8.689,0.5123,42430,1.867,7223,1.614
7.242,0.5431,44170,1.742,8049,1.829
9.084,0.548,44360,1.617,8368,1.431
6.309,0.5239,42730,1.846,6598,1.649
8.892,0.5719,47330,1.891,9044,1.227
8.732,0.5052,44860,1.932,7954,1.713
8.221,0.553,48310,1.962,8521,1.545
7.868,0.5067,49620,1.819,7236,1.623
6.807,0.535,47840,1.97,7754,1.913
6.266,0.5043,46960,1.836,8212,1.63
7.438,0.5031,43970,1.761,7802,1.759
7.138,0.504,46740,1.676,8315,1.879
7.689,0.5126,45360,1.648,7388,1.758
8.526,0.5025,46010,1.909,7777,1.741
