ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
1.262e+09,1.229,385700000,1,3566,1.569,68.72,1.088
68490000,1.449,20830000,1.152,3441,1.878,74.26,1.057
16520,1.674,394500,1.494,3325,1.851,89.03,1.037
9311000,0.6877,1064000,1.092,3393,1.838,88.57,1.055
6516,1.638,24720000,1.021,3445,1.787,93.41,1.104
24520,1.519,2.676e+09,1.255,3776,1.159,89.15,1.199
946000,0.8141,1.843e+09,0.917,5198,1.227,69.8,0.9066
6.594e+09,1.954,2140000,1.046,3864,1.536,81.55,1.222
28530000,1.103,84510000,1.277,3539,1.645,78.21,1.308
9.32e+08,1.118,14500000,0.8068,3469,1.891,69.9,1.179
47370,1.642,495400000,1.824,7123,1.077,70.87,1.089
47410,0.6834,268900000,1.625,4004,1.476,71.69,1.041
1713000,0.6422,6.08e+08,1.361,13550,0.7217,79.13,1.164
1.53e+09,1.401,144300,1.308,8897,0.7483,70.33,1.152
1027000,0.6492,94050,1.71,4142,1.184,78.8,1.022
2472000,0.5991,72140,0.7698,5549,0.8859,83.82,1.107
54380,0.7478,623300,1.194,9845,0.6942,69.35,1.032
2965000,0.7039,219800,1.768,6366,0.8033,80.95,1.089
81680,1.044,42440,1.063,3296,1.557,67.67,0.96
5.026e+09,1.511,2954000,1.815,3396,1.422,85.53,1.054
123300,0.547,20620000,1.392,4347,1.274,76.42,1.096
51030,1.922,2.374e+09,1.238,5959,0.926,80.33,0.8822
21990000,1.259,14190000,0.9989,6995,0.7534,71.77,1.141
179600,0.9791,2.778e+09,0.759,5616,1.769,91.34,1.041
5588000,0.8404,64720000,1.662,2899,1.231,83.41,1.003
20150000,1.081,48430,1.42,7949,1.23,85.65,1.085
24110000,0.7465,41590,1.913,9319,0.7759,66.83,0.9929
152800000,1.865,1353000,0.8792,3924,1.697,71.2,1.24
452800000,1.299,472900,1.597,4892,1.428,67.49,1.16
16820000,0.61,142900,1.148,4052,1.352,90.17,1.28
6060000,1.896,3763000,1.81,4521,1.643,70.09,1.23
12700000,1.77,5.726e+09,1.864,7393,0.9088,82.74,1.209
101600,0.5854,27400000,1.28,12120,0.6395,72.82,1.15
73260000,0.5539,358300,1.619,3620,1.204,71.91,1.092
51340000,1.415,53530,1.868,6746,0.8602,67.82,1.164
314800,1.122,14120000,1.508,4055,1.548,75.01,1.048
64420,1.312,208300000,1.272,4885,1.527,75.81,1.018
23030,1.44,314200,1.464,22410,0.5607,72.69,1.117
3098000,1.535,352300,1.535,5070,1.429,79.89,1.247
8625,1.23,2.68e+09,0.9886,2515,1.601,79.73,0.9269
6.703e+09,1.529,46210,1.435,4051,1.479,78.15,1.108
18140,1.384,22870000,1.611,5117,1.502,72.38,1.184
94440,1.501,4749000,1.387,9290,1.24,75.41,1.176
48140,1.266,2.633e+09,0.9361,3733,1.741,72.19,1.122
21300,1.333,39670000,1.019,25600,0.634,78.93,1.053
319800,0.7518,17490000,1.392,5905,1.651,71.61,0.9899
203500,0.6648,3.356e+09,1.752,8553,0.8771,84.57,1.213
24750000,1.36,73330000,1.556,5251,1.041,72.67,1.078
1.868e+09,0.7989,15280000,1.327,5054,1.883,65.99,1.098
535700000,1.724,2409000,1.752,3656,1.601,71.48,0.9941
1198000,1.902,1.293e+09,1.64,4076,1.445,84.67,1.337
12270,1.242,166600000,1.9,4250,0.9661,62.1,1.19
5.322e+09,0.8933,9.93e+08,1.325,6291,0.8791,65.63,1.323
1652000,1.218,724900000,0.9508,4083,1.513,61.51,1.13
4.237e+09,1.022,2099000,1.984,3309,1.999,87.69,1.184
5.073e+09,1.75,1032000,0.7539,7421,1.2,70.95,1.045
9.981e+09,1.633,1.319e+09,1.069,4028,1.204,77.55,1.079
173300000,0.5379,962200000,1.652,7784,1.332,75.76,1.11
1.135e+09,1.385,3.962e+09,1.518,16410,0.539,69.82,1.086
963300000,1.315,41650000,1.791,3567,1.812,81.12,0.9813
5.072e+09,1.698,8.221e+09,1.532,13550,0.9258,69.79,1.296
6.129e+09,0.6634,1015000,1.614,22080,0.5744,81.22,1.156
7694,1.461,72220000,0.7681,9488,0.946,81.94,1.136
10220,1.596,6.588e+09,1.014,18310,0.5432,86.19,1.015
946200000,0.8381,364400000,1.67,17240,0.6145,81.94,1.167
1606000,0.7446,58580,1.233,4376,1.075,90.58,1.004
398900,0.767,755600000,1.173,7908,1.043,74.76,1.198
71330,0.5431,1.34e+08,1.819,5692,1.317,73.79,1.235
2.967e+09,1.284,1.574e+09,1.825,14110,0.991,82.18,1.111
33170000,1.315,1165000,1.076,41010,0.5044,86.64,1.145
4.361e+09,0.8721,3.775e+09,1.927,53150,0.5375,65.1,1.015
645600,1.454,4410000,1.828,4906,1.705,73.64,1.282
3.033e+09,1.711,2.67e+08,1.147,5561,1.569,67.23,1.082
6.113e+09,1.998,87370000,1.169,6568,1.003,70.78,1.162
4700000,1.719,96810000,0.6607,4183,1.46,76.88,1.041
6.366e+09,0.5128,4108000,1.327,7742,0.9954,90.79,1.06
76170000,0.6584,1285000,1.046,6717,1.132,78.85,1.135
724500000,0.638,69140000,1.711,4601,1.589,69.43,1.346
1.356e+09,1.138,139500,1.672,6796,1.041,80.16,1.499
1.879e+09,1.855,3.761e+09,1.556,4367,1.348,120.7,1.374
1118000,1.491,7217000,0.9195,2661,1.315,88.2,1.108
85590,1.072,9.678e+09,0.5184,5650,1.083,63.09,0.9059
163800000,1.443,1.005e+09,1.239,12100,0.5983,67.4,1.112
2945000,1.563,5.44e+09,0.7351,8590,0.7151,84.55,1.091
157400000,1.049,63800,1.986,4402,1.51,87.98,1.2
36350,0.6669,662700,1.306,3514,1.517,85.77,1.229
14080,1.011,7.311e+09,0.7777,5537,0.8378,78.58,1.046
332900000,1.018,14500000,1.565,6551,1.268,89.01,1.068
90890,1.05,956700000,1.407,3953,1.356,74.84,1.176
2613000,1.212,1588000,1.271,4778,1.509,78.3,1.083
280700000,1.792,140200000,1.506,3056,1.592,90.07,1.144
538600,1.245,7.969e+09,1.737,3280,1.986,68.26,1.183
193600,0.9374,1.2e+07,1.589,3952,1.24,60.55,1.177
6.047e+09,0.5122,5492000,1.731,6122,0.9716,66.64,1.133
2.471e+09,1.636,232400,1.388,3548,1.903,76.29,1.088
63680,1.359,257800000,1.693,21440,0.6492,87.38,1.261
86110000,1.559,2.903e+09,1.51,26360,0.5609,71.89,1.216
54470000,0.8467,83560000,1.421,4347,1.447,83.63,1.064
