ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
17110,0.728,12380,0.9197,558.5,1.105,38.94,1.155
10440,0.789,11520,1.092,517,0.8327,37.85,1.138
7182,1.099,8554,0.9563,673.8,1.015,45.71,1.04
7367,1.063,10870,1.082,573.4,1.217,50.25,1.028
9955,1.178,12730,0.7169,560,1.402,41.44,0.9454
7027,0.7809,7907,0.9192,285.4,1.682,47.53,1.162
5336,0.9739,8071,1.248,367.2,1.128,46.99,1.08
8505,1.234,8976,1.183,407.4,1.065,45.28,1.054
11980,1.736,11740,1.885,352.8,1.156,41.23,1.172
10430,1.725,12000,1.818,685.9,0.8562,41.31,1.217
8171,0.9925,9477,0.9243,427.4,0.9787,46.61,1.144
5682,1.022,10880,1.541,489.8,1.076,41.98,1.171
6733,0.9359,6107,1.08,590.3,1.167,43.2,1.118
6844,1.174,9095,1.245,557.3,1.192,42.48,1.006
6653,0.6498,7575,1.241,620.9,1.16,44.95,1.081
10210,1.263,7196,1.464,672,1.08,42.21,1.065
8315,1.09,6398,1.47,692.2,1.431,42.2,1.114
10990,0.8231,13840,1.097,606.9,1.233,40.98,1.143
8663,0.7739,10870,1.079,565.6,1.146,45.99,1.232
11510,1.334,11750,0.8111,491.4,1.1,48.14,1.34
8116,1.624,12630,0.7941,570.2,1.161,49.62,1.142
6896,0.5933,10570,0.81,418,0.8772,43.47,1.067
8994,0.9173,10530,1.421,551.5,1.407,44.69,1.12
5450,1.331,10430,1.647,459.7,1.263,46.65,1.119
7153,0.7494,7634,0.8911,493.6,1.494,45.81,1.206
5561,0.7876,10170,1.349,354.4,1.066,46.3,1.15
11750,0.7029,7524,1,526.3,0.8305,40.79,1.152
9410,1,7168,1.176,496.2,0.9741,39.12,1.152
6954,0.8246,8889,1.125,634.4,0.7483,42.29,1.055
7144,0.9808,9303,1.062,543.6,1.162,49.22,1.067
6651,1.351,11550,0.9757,511.9,1.06,46.1,1.127
8760,0.9245,7939,1.117,471.1,1.126,44.96,1.087
8457,1.215,9474,1.174,689.6,1.175,48.22,1.257
9083,0.8554,5918,0.9839,489.4,1.068,45.83,0.9827
6568,0.8415,7852,1.244,457.1,0.9919,43.81,1.173
6325,0.8185,8154,0.8522,461.7,1.007,43.11,1.096
6873,0.9292,9437,1.167,448.4,0.9817,45.21,1.109
6868,0.9551,10210,1.483,666.1,1.157,43.42,0.973
5905,0.916,12670,1.118,468.7,0.875,41.58,1.069
5612,0.9235,11280,1.328,465,0.9482,41.1,1.095
6390,0.7429,7751,1.428,418.7,0.8276,44.65,1.13
8440,1.081,5528,1.389,572.3,1.098,41.52,1.203
8398,1.059,5846,1.193,687.3,1.033,48.18,1.073
8867,1.113,7133,1.843,666.5,1.076,46.64,1.033
5542,0.9751,7988,1.899,667.9,0.9457,47.75,1.105
7737,0.9414,8116,1.3,705.9,1.033,43.84,1.164
10540,1.749,9672,1.238,589,0.8329,41.39,1.105
9809,0.99,9766,1.126,536.8,0.9773,46.21,1.1
6110,1.087,7782,1.205,486.1,1.127,41.67,1.13
9795,1.316,10410,1.306,517.2,1.085,38.89,1.252
6207,1.3,6869,1.135,433.8,1.119,34.4,1.156
6004,0.8251,8251,1.277,550.9,0.928,47.27,1.057
7644,0.9707,7730,1.271,669.4,1.354,46.34,1.139
6250,0.887,5529,0.9481,516.5,1.016,47.8,1.072
6146,0.7127,8796,1.468,585.1,1.066,49.99,1.126
7526,0.8929,9421,1.123,409.2,1.107,43.73,1.038
6849,1.103,7491,1.04,530.2,1.138,41.7,1.231
5402,0.7649,6823,0.9114,633.4,0.9624,42.42,1.152
8834,1.078,8454,0.8539,536.1,0.9954,45.66,1.108
7739,1.28,7059,1.031,605.2,0.8014,46.02,1.086
9899,1.393,6206,1.124,449.3,1.138,39.07,1.22
12010,1.848,6078,1.048,501.5,0.9919,43.61,1.138
11880,1.441,8599,1.205,516.8,0.9003,40.95,1.169
7813,0.8143,6448,1.026,585,0.8856,42.16,1.06
6234,0.8127,4896,1.112,547.2,1.386,40.61,1.221
8057,0.906,10030,1.278,536.5,1.181,47.94,1.09
7273,0.7713,8991,1.284,508.4,1.077,48.35,1.062
8582,0.7737,6820,1.149,570.9,1.27,38.44,1.115
8635,1.111,10400,0.7951,493.2,1.015,36.52,1.098
6366,1.011,6569,1.043,614.3,0.8905,40.75,1.13
6138,0.8108,5705,1.166,580.1,1.099,40.85,0.9957
4368,1.067,7022,1.159,767.5,1.28,44.62,1.157
5887,1.254,7055,0.9475,663.6,1.348,45.52,1.143
8615,0.7285,9749,1.296,617.6,1.297,42.91,1.306
10750,0.689,11690,0.9838,515.8,1.486,43.09,1.066
6530,0.6912,12250,0.978,487.8,1.088,38.26,1.243
11880,0.7235,7839,1.361,506.9,1.018,49.23,1.125
12490,1.034,9579,1.461,438.3,0.9481,46.63,1.107
16770,0.6257,7260,1.594,473.1,1.356,34.5,1.057
15830,0.9126,6265,1.065,513.7,1.134,46.1,1.137
8158,0.9445,6804,1.004,522.2,1.071,43.44,1.106
7579,0.8701,7579,1.214,669.6,0.9586,40.38,1.212
6418,1.13,8278,0.975,556.4,1.015,46.67,1.207
9402,1.29,7433,1.121,434.4,0.9581,39.81,1.069
9325,0.8201,10910,0.7327,541.6,1.083,43.67,1.202
8218,0.8663,7037,1.016,556.9,1.232,43.36,1.096
8446,1.172,9225,1.079,386.1,1.093,46.49,1.059
7306,1.135,6785,1.071,562.2,1.288,46.44,1.086
13050,1.184,10260,1.908,578.9,1.057,46.82,1.095
11940,1.653,10180,1.07,449.6,1.103,41.76,1.3
11570,1.932,7986,0.7908,566.9,0.9431,43.31,1.121
14620,0.8253,8712,1.231,625.9,0.9149,43.52,1.118
11870,0.6979,6733,1.203,515.9,0.9341,43.19,1.255
9847,0.6937,8817,1.091,665.6,1.501,44.7,1.237
13040,0.9829,12390,1.692,632.7,1.344,40.69,1.094
4621,1.191,7809,0.9058,300.3,1.135,43.55,1.072
9485,0.7932,7755,0.9369,479.9,1.009,36.86,1.045
10360,0.8215,7689,0.9463,451.1,1.343,37.84,1.11
11780,0.7476,8501,0.8545,383.2,0.8176,39.08,1.065
6802,1.079,7657,1.141,440.8,0.9009,49.44,1.042
8901,0.8498,6772,1.152,535.9,1.018,50.89,1.084
8907,1.547,9595,1.177,515.9,1.133,43.33,1.052
9972,0.9963,7162,1.02,404.4,0.774,41.41,1.062
6489,0.8777,7972,1.28,304.8,1.337,43.59,1.086
