ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
4417000,0.6679,437900,1.327,17500000,1.29,69810,1.13,5612,0.9501,1036000,0.5065,3780,1.2
593900,0.6236,4004000,1.251,4137000,1.409,71820,1.131,5701,1.003,510700,0.5502,3427,1.138
13550000,0.7529,641200,1.347,241600000,1.774,125000,0.7345,6049,1.006,560700,0.5937,3642,1.479
4884000,1.578,794600,1.732,6.023e+09,0.9857,98690,1.032,5843,0.9192,417200,0.6357,3843,1.298
763400,1.232,315400,1.988,1569000,1.585,82690,0.9592,5523,0.9992,649300,0.5327,3730,1.23
510400,0.8748,1.765e+09,0.7872,2.189e+09,0.7326,91670,0.8984,5282,0.9584,624800,0.5728,3619,0.9708
547200,0.7143,1.052e+09,0.8848,1.232e+09,0.8591,106200,0.9115,5706,1.028,348900,0.7371,2715,0.8907
1311000,1.81,77800000,1.383,662300000,0.7116,89980,1.298,5556,1.046,438800,0.6215,3002,0.8963
144400,1.536,651200,0.7768,1.714e+09,1.063,102900,0.7733,5698,0.9945,565800,0.5807,2940,1.175
23150000,0.66,2837000,1.174,584200000,0.5294,79120,1.157,5892,0.9448,489400,0.6026,3163,1
5625000,1.275,223800,1.456,63590000,1.34,92490,0.8757,6004,0.9999,606600,0.5254,3217,1.05
630900000,1.494,316900,0.9427,738900000,1.225,77410,1.156,5685,0.9785,528200,0.5806,3883,1.175
4074000,0.8136,57740000,0.7881,18080000,1.938,88030,1.175,6028,1.031,553800,0.5968,3046,0.98
1299000,0.5499,1085000,0.7932,39210000,0.5541,85620,1.344,5903,1.038,392600,0.7163,3511,1.245
12820000,0.6454,437300,1.107,477600000,1.215,52380,1.308,5644,1.052,407800,0.6751,2972,1.112
637300,1.201,716600000,1.137,22880000,1.81,160300,0.7395,5654,1.049,519300,0.626,2594,0.9385
8385000,1.552,692800,1.186,6.824e+09,1.757,94990,0.6938,5516,1.004,710300,0.5497,3320,1.103
370900,1.882,397400,1.076,4.291e+09,0.6328,76170,1.01,6401,1,673400,0.569,3937,1.315
299900,0.8288,313800,1.207,70270000,1.833,64330,0.8984,6355,0.926,589800,0.5728,4025,1.268
756300,1.381,687500000,1.982,9.257e+09,1.423,87130,1.401,6023,1.077,800100,0.5221,2327,0.8675
3.316e+09,0.6266,233000,1.209,568500000,1.324,72770,1.006,6184,0.978,317000,0.72,3601,1.073
1198000,1.341,445900000,1.641,226700000,0.8992,90730,1.25,7411,1.064,466900,0.6743,3900,1.296
