ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
4001,1.447,12620,1.527,3264,0.7209
4992,1.601,13620,1.357,1981,0.6359
5161,1.82,16010,0.8893,2803,0.8042
5422,1.924,12760,1.484,1598,0.9602
6470,1.586,13200,1.449,2617,1.043
5078,1.574,14580,1.092,2318,0.7336
4986,1.626,13920,1.248,3024,0.7704
5318,1.725,13710,1.239,3282,0.6288
5328,1.4,12830,1.056,3635,0.6231
5408,1.689,13340,1.421,4122,0.5862
4722,1.591,14650,1.01,4613,0.6723
4393,1.612,12990,1.242,2924,0.6868
4471,1.698,14260,1.126,2959,0.7403
5421,1.636,12820,1.141,3857,0.5287
5242,1.896,12280,1.244,3863,0.6052
3989,1.472,14620,1.117,3097,0.75
5456,1.692,11590,1.652,4195,0.5913
4415,1.332,13770,1.206,2166,0.7014
4599,1.615,13130,1.189,3831,0.5949
4583,1.499,13170,1.242,3680,0.6291
4714,1.776,12980,1.288,3362,0.6341
4988,1.573,13150,1.182,4325,0.5779
4602,1.628,12960,1.309,2919,0.5517
4472,1.681,12930,1.155,2419,0.5793
4729,1.782,13440,1.236,3506,0.6951
4784,1.931,13360,1.057,4030,0.8347
4875,1.519,14780,0.9819,3574,0.7109
4386,1.393,13270,1.081,4657,0.7111
4374,1.41,14160,1.128,4365,0.5161
3987,1.792,12300,1.229,4564,0.532
5540,1.724,12650,1.214,3394,0.6952
6039,1.829,13360,1.158,3107,0.7408
4455,1.45,13560,1.197,3218,0.7341
4642,1.619,13600,1.163,2803,0.6058
4266,1.548,13630,1.021,3883,0.598
4359,1.599,13180,1.161,3780,0.6528
5645,1.569,14740,0.9669,6526,0.6025
4777,1.477,12160,1.38,1772,0.6929
4407,1.469,12750,1.189,6817,0.786
4747,1.329,12340,1.097,4794,0.9862
3713,1.772,16050,0.8526,3309,1.175
5541,1.813,14410,1.081,3590,0.65
4487,1.384,15760,0.8648,2411,0.7031
4471,1.598,12800,1.434,3485,0.7469
5121,1.735,12650,1.651,2941,0.5858
5620,1.484,12250,1.317,5110,0.75
5778,1.383,13450,1.125,3375,0.5768
4490,1.578,12780,1.228,3682,0.57
5156,1.92,14510,1.191,2816,0.5592
5194,1.652,14420,0.9952,2151,0.7212
5699,1.75,13090,1.209,2987,1.046
4574,1.791,14150,1.106,4371,0.8753
5087,1.906,11780,1.144,3202,0.7554
5158,1.765,14990,1.117,3325,1.226
5025,1.465,14070,1.132,4008,0.5574
4963,1.891,14250,1.126,6713,0.511
4550,1.483,12670,1.064,5610,0.5777
5317,1.782,13170,1.21,3529,0.7603
4423,1.556,13700,1.051,4023,0.8959
4277,1.508,14470,1.167,2905,0.6994
4624,1.469,14000,1.379,2963,0.8359
5258,1.721,14320,1.021,5184,0.6234
6079,1.634,13740,1.106,4602,0.5317
4685,1.806,13080,1.043,1665,0.8846
4577,1.53,13600,1.075,2511,0.9241
5202,1.676,13620,1.107,3156,0.8801
4713,1.618,14110,1.142,3154,0.7064
4916,1.686,14560,1.121,3223,0.6304
4879,1.692,15520,1.006,3555,0.6569
5947,1.722,13130,1.138,2106,0.5872
5322,1.95,14570,1.061,3105,0.6604
4942,1.592,12340,1.556,3210,0.6211
4338,1.816,13660,1.186,3183,0.6424
5065,1.722,13800,1.012,2784,0.6198
4644,1.694,13070,1.102,4615,0.5618
4553,1.729,14260,1.285,3167,0.6904
4840,1.964,12340,1.371,4405,0.804
4627,1.679,13370,1.086,6011,0.5127
4471,1.561,13050,1.139,2656,0.6277
5146,1.582,13090,1.253,2458,0.9391
4069,1.588,13130,1.186,3135,0.6878
4309,1.439,15220,1.069,2388,0.8806
5059,1.557,14770,1.031,2948,0.5866
4097,1.398,13700,1.095,4328,0.6607
5415,1.657,14640,1.067,3933,0.8572
4196,1.299,13460,1.083,4098,0.6268
5157,1.652,15020,0.982,3173,0.8346
4340,1.675,13990,1.221,4108,0.6647
5005,1.492,14570,1.112,3409,0.9991
5877,1.874,12970,1.35,3565,0.8663
4657,1.711,13860,1.204,4742,0.8101
5514,1.772,12970,1.09,7680,0.5632
4935,1.786,13500,1.183,1957,0.7958
4591,1.527,13210,1.228,1591,0.6646
