ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
237.5,0.7667,269200,0.5378,4776,0.8404
288.3,0.8634,81150,0.7256,16080,0.567
287.8,0.6287,37280,0.9158,13230,0.5414
270.5,0.9367,8541,1.239,10430,0.604
269.7,0.7983,4765,1.74,16430,0.5094
230.6,0.9055,5946,1.731,27300,0.5108
277.4,0.7193,30060,0.8022,11060,0.6996
259.5,0.8263,6352,1.444,12060,0.5973
270.6,0.9575,26940,1.028,18850,0.5032
305.3,0.7858,4237,1.817,17300,0.5813
303.3,0.8457,5617,1.532,12900,0.5209
291.9,0.8773,52750,0.7109,14880,0.5577
239.5,0.7837,9482,1.157,16000,0.5756
295.3,0.7286,20140,0.9751,7071,0.7619
225.5,0.731,49680,0.7377,12950,0.5231
262.9,0.8182,13410,1.051,7887,0.818
260.6,0.792,5131,1.937,6219,0.8211
254.6,0.8756,84520,0.6918,13410,0.522
238.9,1.044,77010,0.6265,9070,0.6172
213.1,0.8172,55300,0.7108,12250,0.5589
290,0.8674,44010,0.7786,7049,0.6872
271.8,0.9614,17580,0.9483,4185,0.9183
263.7,0.9728,19690,0.8613,7358,0.65
234.5,0.984,17250,0.8718,13070,0.5195
226.7,1.013,31960,0.7801,12380,0.5055
210.8,1.006,28550,0.8069,11580,0.5125
214.2,0.9764,39310,0.7695,20510,0.5022
238.3,0.9487,32000,0.804,20870,0.5087
199.2,0.8795,15540,1.151,13350,0.5305
237.8,0.7579,25700,0.8753,18230,0.5029
323.4,0.8773,12190,1.168,9530,0.6222
321.2,0.7985,14330,1.052,12500,0.5327
238.5,0.8398,11550,1.09,13450,0.5577
255.7,0.7864,5006,1.581,13050,0.5599
243.2,0.9108,10090,1.198,19380,0.517
234.3,0.7918,14730,0.8667,18980,0.5685
249.6,0.8976,13420,1.098,16820,0.6149
261.3,1.039,9110,1.196,36470,0.5064
238.6,0.8801,11410,1.137,10940,0.5768
256.6,0.8736,18200,1.027,13730,0.5635
303.5,0.8396,59630,0.7434,10260,0.614
277.1,0.9577,135800,0.5942,9687,0.6322
243.8,0.9414,3790,1.92,15470,0.509
272.7,0.8395,4049,1.93,17440,0.5166
270.8,0.9716,4545,1.909,12730,0.5345
284.7,0.8635,27670,0.8584,14750,0.5571
266.5,0.8553,5933,1.515,11820,0.585
263.6,0.7615,91630,0.6213,21410,0.5356
261.8,0.8927,79650,0.5898,14890,0.5158
233.9,0.7801,16930,1.065,12480,0.636
260.7,0.8621,12440,1.073,13290,0.6455
250.8,0.6409,6184,1.535,16910,0.5343
277.3,0.7052,18480,0.9762,6488,0.8216
293.4,0.7267,5736,1.474,14080,0.6326
295.9,0.7053,14280,1.044,8541,0.5948
306.7,0.7947,5776,1.549,17710,0.5477
243.6,0.8195,7287,1.307,17950,0.5971
257.6,0.803,17840,1.012,12200,0.5962
301.3,0.9764,24150,0.955,11850,0.5649
242.4,0.8639,19210,0.9146,10510,0.5393
245.7,0.871,7510,1.318,16970,0.5068
297.9,0.9149,10340,1.179,20700,0.5171
241.2,0.8302,16320,0.9426,11470,0.5454
230.2,0.6779,24030,0.9676,11810,0.5286
275.4,0.912,77780,0.6393,10810,0.5361
284.8,0.9058,73500,0.6793,28730,0.6017
274.3,0.8398,6601,1.396,25480,0.5302
227.3,0.8425,40090,0.7638,3770,0.7735
290.5,0.9312,6304,1.592,17860,0.5647
244.6,0.9112,10300,1.086,11780,0.6407
255.3,0.912,75660,0.6383,20510,0.5243
263.1,0.8158,88010,0.6568,24550,0.5046
270.8,0.6996,13710,1.084,13310,0.5237
246,0.8777,15290,0.8813,15990,0.5001
310.6,1.027,10250,1.172,13680,0.5041
250.6,0.9622,9986,1.177,19160,0.5658
253.2,0.9333,10450,1.25,5906,0.8045
261,0.7914,6773,1.648,7847,0.7033
265.9,0.7955,5486,1.646,11300,0.7614
257,0.776,28580,0.9016,2572,1.111
217.8,0.8318,93930,0.6088,2902,1.086
249.9,0.7821,9275,1.386,12880,0.8224
237.6,1.009,69820,0.6592,4353,1.081
235.6,0.9056,13600,1.008,4868,0.7944
244.1,0.8814,11950,1.082,22900,0.5927
234.8,0.7937,14210,0.9317,12880,0.6435
214.2,0.8397,16890,0.9981,8952,0.5629
220.4,0.9847,11400,1.167,13300,0.5323
252.9,0.8556,9499,1.24,13690,0.5321
236.8,0.9101,15870,0.9914,6545,0.7448
287.9,0.8637,7160,1.212,16750,0.5327
284.6,0.901,18840,0.9107,15950,0.5016
241.3,0.9365,34890,0.8101,16920,0.5087
271.6,0.8284,21280,0.8145,19920,0.5693
230.3,0.8024,12530,1.074,10020,0.6307
214.4,0.8571,4502,1.946,7671,0.6397
242.8,0.7879,54490,0.7503,11590,0.5472
264.9,0.8314,41350,0.7826,10900,0.6067
243.3,0.7727,18380,1.029,18770,0.5291
324.1,0.8335,13360,0.9231,8292,0.702
239.2,0.8999,21850,0.884,10960,0.5559
290,0.8016,24290,0.912,18160,0.5328
289.3,0.8483,25710,0.7994,6215,0.7238
272.9,0.8776,7844,1.414,11210,0.6485
238.8,0.945,7403,1.341,3823,0.8588
255.9,1.011,37930,0.7724,8248,0.854
293.8,0.8578,7249,1.562,16490,0.5193
241.6,0.7454,138300,0.683,21820,0.5347
282,0.7952,140000,0.596,18250,0.5212
256.9,0.8935,181500,0.5118,14560,0.5199
257.2,0.9084,123500,0.5824,13710,0.5307
233.2,1.117,17120,1.004,9538,0.5929
289.4,1.034,9771,1.188,10200,0.5911
310.4,0.9828,35140,0.9861,17000,0.5046
298.6,0.849,93580,0.6635,17630,0.566
244.7,0.8057,102000,0.6127,11690,0.6439
284.7,0.7917,19210,0.9616,7616,0.7637
254.5,0.8556,16320,0.8762,7942,0.5764
249.6,0.9121,6172,1.715,17400,0.5055
259,0.8401,16250,1.024,16480,0.6015
254.1,0.9518,3928,1.739,11510,0.5368
250.9,0.7813,9262,1.235,14010,0.522
248.8,0.8548,18230,1.013,17480,0.533
242.9,0.8486,20540,0.9322,14550,0.508
226,0.8034,12000,1.17,12910,0.5072
281.7,0.7686,10370,1.105,10960,0.5374
288.3,0.6862,9460,1.094,18100,0.5308
282.6,0.6323,19270,0.9787,13290,0.5072
256.2,0.9919,37930,0.7552,8800,0.6471
292.7,0.7571,112600,0.6066,5991,0.8352
235.9,0.7747,248200,0.5895,5136,0.9984
257.9,1.086,216400,0.5535,4193,1.067
278.2,0.7781,165400,0.6341,4632,1.005
254.1,0.7843,67630,0.6409,6085,0.9037
268.5,0.9138,55060,0.7205,3572,0.9897
268.4,0.813,14260,1.173,10850,0.5703
263.1,0.9129,31060,0.8619,12060,0.5443
283.2,0.7876,10080,1.218,12380,0.5606
248.4,0.9387,6233,1.514,14070,0.638
239.9,0.8166,29230,0.8486,26850,0.512
206.2,0.8385,10040,1.374,12120,0.5175
227.1,0.8371,4318,1.984,11060,0.567
206.1,0.7497,5087,1.594,9798,0.6012
241,0.7882,3978,1.751,11530,0.5902
227.7,0.8611,21330,0.9818,6117,0.6637
279.2,0.8609,5564,1.492,10600,0.5872
262,0.8365,6046,1.505,15130,0.5066
258,0.9005,14640,1.135,16470,0.5148
288.2,0.8149,14750,1.14,10330,0.5696
239.1,0.8131,320800,0.5627,18610,0.515
234.9,0.9333,338400,0.5547,21660,0.5422
291.4,0.836,359400,0.5401,6415,0.6449
232.2,0.8981,458000,0.5913,14380,0.5371
234.8,0.8552,381600,0.5897,15900,0.5018
234.4,0.9141,443600,0.5329,13770,0.5431
274,0.7592,322400,0.5566,15840,0.5403
273.1,1.036,164900,0.6004,23510,0.506
289.9,0.6711,178400,0.5776,23210,0.5246
256.1,0.7942,240100,0.575,16130,0.5684
273.9,0.9055,253800,0.5536,7441,0.656
235.8,0.6772,78750,0.7158,13420,0.5091
276.1,0.8207,50390,0.7068,19370,0.5162
273.5,0.8073,35970,0.7526,22650,0.5089
284.6,0.8148,37250,0.7565,11790,0.6422
296.4,0.9917,5771,1.582,12260,0.6996
202.5,0.9899,11350,1.052,7576,0.6468
220.4,0.7973,9817,1.203,43770,0.5397
213,0.8029,9887,1.092,49640,0.5204
201.4,0.7361,4302,1.993,16400,0.543
253.1,0.8897,4275,1.638,24560,0.5155
278.4,0.7641,33410,0.8034,16780,0.5159
221.6,0.8089,42950,0.762,14880,0.5017
212,0.7682,43950,0.7782,14000,0.5289
246.7,0.9012,46280,0.7357,19080,0.521
290.2,0.7714,4495,1.641,18220,0.5379
260.3,0.848,20400,0.988,17690,0.54
256.3,0.8751,33700,0.8655,18660,0.5012
259.1,0.6524,41230,0.8071,23130,0.5344
226.1,0.9166,7314,1.418,18380,0.5478
310.3,0.7846,12060,1.221,8747,0.7228
284.4,0.7727,6467,1.487,4737,0.8388
334,0.8244,7053,1.336,3040,1.228
252.9,0.92,4857,1.455,4658,1.204
239.2,0.8836,10920,1.075,3199,1.294
218.4,0.9009,7804,1.299,3639,1.203
286.4,0.7991,38610,0.696,3857,1.064
199.8,0.8801,15360,1.079,7876,0.8932
248.9,0.9592,56190,0.7213,4263,1.305
242.7,0.8758,5561,1.573,3164,1.344
272.6,0.8004,28190,0.8553,2593,1.315
270.1,1.026,51050,0.686,2831,1.199
187,0.7954,148400,0.5604,4087,1.13
226,0.7098,119700,0.5608,10480,0.6056
219.2,0.9188,77860,0.781,13430,0.5501
211,0.7121,93660,0.6631,14500,0.5468
272.6,0.8767,314400,0.5334,5959,0.6702
225.4,0.6693,349100,0.531,13390,0.506
243.8,0.7327,78370,0.6451,16250,0.5312
296.2,0.912,75200,0.6636,16610,0.5309
290.8,0.7603,59820,0.69,15850,0.53
270,0.6564,4430,1.57,14490,0.5281
278.4,0.8112,7093,1.388,9810,0.6609
244.7,0.8412,7787,1.458,13410,0.6001
291.5,0.8789,21570,0.9618,9431,0.6007
280.7,0.8701,12380,1.061,5442,0.8629
266.3,0.8499,6308,1.359,15870,0.5629
266.3,0.7929,54480,0.7052,12300,0.5402
231.3,0.8525,61530,0.6964,4404,0.986
267.9,0.8319,36180,0.8464,8161,0.8471
219.5,0.8089,42510,0.6974,5902,0.7478
253.5,1.034,117000,0.6717,18740,0.5038
286.6,0.8005,28920,0.9858,8034,0.6359
255,0.7994,15160,0.9506,7314,0.5562
251.8,0.8766,8113,1.268,15400,0.5888
289.3,0.7948,21070,0.9379,11680,0.545
240.4,0.8765,60940,0.6962,17850,0.5864
218.5,0.9391,121100,0.6652,17590,0.6016
