ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
12620,1.596,63290,0.917,3404000,0.5902
95100000,1.816,121500000,0.6416,202200000,0.6124
4290000,1.981,17920000,1.674,4.567e+09,1.907
46820000,1.61,1775,1.834,4699000,1.53
31730000,1.742,7.868e+09,1.982,2100000,1.151
163600,1.088,7.868e+09,1.982,8.46e+09,1.019
1171000,1.556,3.868e+09,1.98,381900,1.165
2885000,0.8898,8.137e+09,0.9505,778500000,1.21
48810,1.288,3.438e+09,1.636,6042000,1.013
245800000,0.7631,922500,1.343,7.28e+08,1.701
2.386e+09,1.734,487700000,1.56,1.4e+09,0.9758
655100000,1.603,9978000,0.9011,99060000,0.6293
78700000,1.124,59580,1.255,7131000,1.116
186300000,0.8121,17540,1.558,1.319e+09,1.127
44640000,1.625,2630000,1.743,3581,1.827
234600,1.85,4878000,1.916,2393,1.699
8.57e+08,1.394,345300000,1.592,211400,1.285
4.55e+08,1.543,672200000,0.7726,189900000,1.522
712300000,1.554,42640000,1.141,5.468e+09,1.933
7.788e+09,0.9255,1374000,1.386,2.476e+09,1.399
7316000,1.136,4221000,0.905,2.04e+08,0.7032
430100000,1.702,1392000,1.994,1796,1.493
650700000,1.143,20210000,1.518,409800000,1.09
259700,1.003,2.705e+09,1.422,245000,0.8317
4585000,1.468,11510,1.752,12850000,1.519
343600000,1.124,237400000,1.038,8.679e+09,1.488
43470,1.082,1.678e+09,0.9766,1.121e+09,1.083
6.932e+09,0.675,320200,1.987,28440,1.246
1.963e+09,1.707,3.992e+09,1.526,21440000,1.034
6244000,1.64,1.065e+09,1.209,460100,1.57
22330,1.575,4938000,0.5646,1411000,1.104
3.929e+09,1.406,38750,0.6889,62580,1.712
1706000,1.115,5498000,1.985,806300,1.613
7903000,1.228,358600,1.526,9.713e+09,1.995
2615000,1.076,60350,1.393,60620,1.932
68820000,1.755,400800000,0.8116,53260000,1.682
4.489e+09,1.599,15950000,1.011,190900000,1.255
1963000,0.7854,12230000,1.888,5657,1.964
480900000,1.243,4594000,1.307,8012,1.83
