INa_IC50,INa_h,INaL_IC50,INaL_h
2.255e+09,1.944,37990,0.5267
2.385e+09,1.938,24260,0.6988
2.503e+09,1.712,27990,0.5805
2.825e+09,1.74,37590,0.5292
2.591e+09,1.968,34900,0.5203
2.313e+09,1.967,33890,0.5355
2.476e+09,1.976,32330,0.5386
2.458e+09,1.995,27680,0.5667
2.525e+09,1.982,46100,0.6013
2.34e+09,1.984,38120,0.505
2.296e+09,1.989,41530,0.529
2.433e+09,1.997,58390,0.5195
2.622e+09,1.961,48600,0.5666
2.397e+09,1.971,22280,0.655
2.514e+09,1.894,28200,0.6153
2.503e+09,1.915,47240,0.556
2.534e+09,1.825,38620,0.5207
2.482e+09,1.862,36800,0.5346
2.347e+09,1.986,46100,0.5209
2.376e+09,1.997,39710,0.5781
2.515e+09,1.843,59830,0.5286
2.338e+09,1.965,43970,0.5385
2.402e+09,1.97,42320,0.6492
2.387e+09,1.98,27490,0.5048
2.307e+09,1.966,26860,0.6417
2.375e+09,1.817,40080,0.5569
2.827e+09,1.765,32090,0.5946
2.572e+09,1.938,54120,0.6558
2.913e+09,1.92,34150,0.5465
2.424e+09,1.806,32100,0.5304
2.322e+09,1.959,25180,0.5818
2.358e+09,1.934,32120,0.5898
2.614e+09,1.986,58650,0.7227
2.368e+09,1.912,50380,0.7061
2.672e+09,1.783,37650,0.5427
2.235e+09,1.953,39720,0.5082
2.175e+09,1.978,33750,0.6284
2.408e+09,1.992,21510,0.6016
2.511e+09,1.896,59640,0.7376
2.331e+09,1.858,38700,0.5685
2.16e+09,1.91,41930,0.5802
2.124e+09,1.943,25940,0.5575
2.264e+09,1.981,72240,0.569
2.42e+09,1.903,19210,0.5773
2.043e+09,1.992,48140,0.619
2.245e+09,1.89,50620,0.5237
2.206e+09,1.937,51620,0.6368
2.609e+09,1.751,45980,0.6162
2.474e+09,1.844,31240,0.5626
2.501e+09,1.873,64790,0.5558
2.342e+09,1.886,68500,0.517
2.39e+09,1.993,40950,0.5574
2.48e+09,1.909,34460,0.5111
2.345e+09,1.986,38770,0.5587
2.443e+09,1.993,55760,0.563
2.533e+09,1.963,66760,0.5494
2.373e+09,1.866,45950,0.542
2.236e+09,1.991,33710,0.567
2.39e+09,1.873,25590,0.6586
2.296e+09,1.99,34800,0.546
2.237e+09,1.99,35550,0.5688
2.528e+09,1.994,36870,0.5603
2.611e+09,1.948,37130,0.5314
2.69e+09,1.892,37800,0.6648
2.742e+09,1.841,39110,0.5577
2.256e+09,1.999,43140,0.6296
2.247e+09,1.99,41740,0.5424
2.205e+09,1.797,43890,0.5517
2.222e+09,1.925,29230,0.5762
2.385e+09,1.998,24650,0.573
2.53e+09,1.778,43090,0.5425
2.649e+09,1.894,27620,0.6489
2.283e+09,1.947,34940,0.7623
2.242e+09,1.896,23340,0.5822
2.404e+09,1.976,35390,0.5236
2.337e+09,1.963,26910,0.5341
2.793e+09,1.975,26740,0.6935
2.768e+09,1.958,45900,0.7286
2.684e+09,1.811,34150,0.7786
2.109e+09,1.939,48900,0.685
2.236e+09,1.996,50240,0.6893
2.507e+09,1.732,51150,0.7532
2.287e+09,1.971,57520,0.7328
2.307e+09,1.903,61000,0.5689
2.696e+09,1.675,68060,0.7531
2.304e+09,1.849,30730,0.7839
2.456e+09,1.906,23950,0.6461
2.405e+09,1.926,51040,0.6601
2.754e+09,1.969,22490,0.5168
2.819e+09,1.759,32620,0.7998
2.687e+09,1.842,33000,0.7061
2.273e+09,1.665,33010,0.6265
2.676e+09,1.971,49310,0.5147
2.861e+09,1.935,36190,0.5519
2.262e+09,1.878,35460,0.5202
2.243e+09,1.993,32360,0.5649
2.293e+09,1.914,38220,0.6026
2.223e+09,1.964,43320,0.5052
2.504e+09,1.93,39480,0.5869
2.535e+09,1.971,34060,0.5761
2.3e+09,1.972,47570,0.6469
2.185e+09,1.998,49700,0.5181
2.372e+09,1.948,46060,0.5766
2.418e+09,1.989,20310,0.5611
2.433e+09,1.943,18210,0.5315
2.411e+09,1.987,53660,0.6138
2.368e+09,1.972,29200,0.5276
2.536e+09,1.897,52070,0.5646
2.396e+09,1.768,32540,0.6136
2.434e+09,1.974,25890,0.5304
2.424e+09,1.863,30000,0.5625
2.255e+09,1.976,40540,0.556
2.407e+09,1.891,33790,0.6355
2.903e+09,1.839,24950,0.6368
2.501e+09,1.75,38760,0.6675
2.469e+09,1.64,26780,0.7082
2.421e+09,1.864,38370,0.6506
2.619e+09,1.992,47700,0.6825
2.303e+09,1.98,36970,0.5441
2.251e+09,1.943,37040,0.5504
2.286e+09,1.95,47220,0.5763
2.522e+09,1.894,31160,0.5941
2.582e+09,1.861,32980,0.5678
2.479e+09,1.961,39100,0.5352
3.077e+09,1.367,24590,0.5261
2.936e+09,1.577,26990,0.504
2.339e+09,1.902,31030,0.6035
2.337e+09,1.917,36120,0.6214
2.32e+09,1.959,41480,0.5998
2.342e+09,1.996,47990,0.5824
2.248e+09,1.983,49650,0.6264
2.195e+09,1.985,39400,0.5216
2.429e+09,1.926,40620,0.5948
2.37e+09,1.994,31530,0.5845
2.421e+09,1.852,51260,0.5809
2.536e+09,1.796,35590,0.615
2.301e+09,1.947,37560,0.526
2.421e+09,1.985,23640,0.5817
2.454e+09,1.929,56120,0.5166
2.318e+09,1.993,43660,0.5539
2.305e+09,1.633,31150,0.5702
2.661e+09,1.803,33510,0.5594
2.902e+09,1.914,30020,0.5261
2.629e+09,1.686,40920,0.569
2.312e+09,1.75,33140,0.5439
2.506e+09,1.986,33470,0.5889
2.878e+09,1.846,46980,0.5367
2.737e+09,1.667,26140,0.6231
2.403e+09,1.994,26630,0.5866
2.394e+09,1.913,24260,0.6056
1.931e+09,1.914,35930,0.5492
2.274e+09,1.812,42350,0.583
2.196e+09,1.916,45310,0.5635
2.899e+09,1.808,46450,0.552
3.012e+09,1.509,45360,0.8225
2.835e+09,1.641,50030,0.5889
2.56e+09,1.905,47240,0.5847
2.941e+09,1.664,37820,0.5626
2.236e+09,1.793,42080,0.5407
2.853e+09,1.537,36880,0.531
2.64e+09,1.968,37150,0.5317
2.629e+09,1.89,27710,0.5069
2.687e+09,1.849,25850,0.6082
2.812e+09,1.92,45970,0.578
2.637e+09,1.989,30980,0.5357
2.433e+09,1.956,28890,0.5082
2.413e+09,1.999,35990,0.5042
2.426e+09,1.919,33900,0.6449
2.493e+09,1.964,32660,0.5665
2.534e+09,1.926,35090,0.503
2.642e+09,1.876,45150,0.6709
2.293e+09,1.983,29880,0.6032
2.408e+09,1.964,26560,0.5922
2.768e+09,1.774,35210,0.6029
2.717e+09,1.846,32460,0.639
2.459e+09,1.896,43720,0.5707
2.452e+09,1.988,28260,0.5141
2.331e+09,1.977,38370,0.5109
2.404e+09,1.85,32050,0.5191
2.159e+09,1.906,35220,0.5843
2.317e+09,1.849,33640,0.5124
2.338e+09,1.932,35500,0.5156
2.284e+09,1.995,42020,0.5483
2.535e+09,1.818,29800,0.5912
2.349e+09,1.951,36240,0.5466
2.651e+09,1.853,58530,0.5669
2.144e+09,1.969,44130,0.5993
2.245e+09,1.887,45840,0.5738
2.396e+09,1.956,39040,0.5755
2.424e+09,1.999,21020,0.6418
2.472e+09,1.965,54160,0.5232
2.664e+09,1.934,49770,0.5065
2.801e+09,1.839,46120,0.5233
2.601e+09,1.749,38270,0.73
2.552e+09,1.962,34250,0.6405
2.304e+09,1.989,35760,0.6137
2.266e+09,1.872,26620,0.6278
2.616e+09,1.819,27740,0.6006
2.559e+09,1.818,34940,0.5113
2.217e+09,1.989,51600,0.5316
2.399e+09,1.997,43880,0.5655
2.342e+09,1.996,37510,0.5503
2.353e+09,1.947,42220,0.6798
2.541e+09,1.971,29420,0.6141
2.527e+09,1.984,33110,0.5531
2.417e+09,1.955,45700,0.596
2.418e+09,1.993,40520,0.6429
2.414e+09,1.94,42460,0.6393
2.392e+09,1.885,56820,0.5482
2.574e+09,1.788,41850,0.5255
2.454e+09,1.879,46900,0.6149
2.375e+09,1.988,36700,0.5577
2.333e+09,1.986,35800,0.742
2.244e+09,1.971,51290,0.5532
2.508e+09,1.867,40880,0.5483
2.526e+09,1.981,67310,0.7137
2.443e+09,1.952,30150,0.6268
2.449e+09,1.886,34670,0.7572
2.488e+09,1.807,40560,0.5825
2.266e+09,1.972,35740,0.6126
2.371e+09,1.976,36120,0.6246
2.231e+09,1.953,50140,0.6305
2.352e+09,1.885,28020,0.5884
2.901e+09,1.924,37270,0.6416
2.461e+09,1.969,35040,0.7001
2.583e+09,1.863,51470,0.8236
3.675e+09,1.632,77000,0.6811
3.073e+09,1.597,26850,0.6009
2.412e+09,1.99,27710,0.575
2.558e+09,1.881,24410,0.5414
2.189e+09,1.831,33390,0.6692
2.359e+09,1.96,28180,0.6948
2.326e+09,1.965,44970,0.5764
2.327e+09,1.943,49990,0.5239
2.366e+09,1.908,21120,0.5705
2.465e+09,1.821,45820,0.8331
2.159e+09,1.999,42980,0.6656
2.296e+09,1.704,50320,0.5109
2.736e+09,1.609,53950,0.5227
2.064e+09,1.874,54720,0.5122
2.461e+09,1.643,60670,0.6551
2.518e+09,1.865,37950,0.5478
2.399e+09,1.929,35670,0.5075
2.412e+09,1.985,35300,0.5725
2.273e+09,1.916,74630,0.5218
2.182e+09,1.989,19320,0.5733
2.435e+09,1.985,47820,0.5289
2.796e+09,1.889,60530,0.5217
2.52e+09,1.887,51630,0.6379
2.6e+09,1.935,40050,0.5713
2.662e+09,1.796,37230,0.5701
2.445e+09,1.952,45100,0.5745
2.145e+09,1.993,42810,0.5538
2.334e+09,1.813,48370,0.5014
2.194e+09,1.944,44440,0.5171
2.507e+09,1.796,60320,0.5421
2.416e+09,1.937,27950,0.5768
2.341e+09,1.982,45280,0.54
2.374e+09,1.97,27230,0.6724
2.421e+09,1.948,31400,0.525
2.472e+09,1.979,98440,0.5356
2.41e+09,1.983,98200,0.5508
2.485e+09,1.947,55790,0.5386
2.623e+09,1.844,42210,0.7435
2.52e+09,1.958,28000,0.5589
2.551e+09,1.826,34020,0.5594
2.377e+09,1.91,40300,0.5217
2.33e+09,1.898,33360,0.5814
2.287e+09,1.983,23670,0.6467
2.319e+09,1.993,33360,0.9616
2.513e+09,1.99,51590,0.75
2.557e+09,1.932,44770,0.6596
2.494e+09,1.906,59390,0.531
2.557e+09,1.873,51920,0.526
2.324e+09,1.955,37200,0.523
2.245e+09,1.963,48900,0.5651
2.273e+09,1.873,28660,0.5418
2.375e+09,1.997,48090,0.5589
2.399e+09,1.951,54470,0.6017
2.263e+09,1.961,28950,0.5135
2.313e+09,1.875,40730,0.6155
2.249e+09,1.951,32270,0.6474
2.212e+09,1.976,31510,0.5478
2.296e+09,1.916,51990,0.5935
2.301e+09,1.979,32750,0.5172
2.555e+09,1.938,32540,0.5182
2.583e+09,1.989,41990,0.557
2.501e+09,1.898,38490,0.552
2.688e+09,1.727,52860,0.5995
2.239e+09,1.903,56380,0.708
2.242e+09,1.985,52280,0.5051
2.265e+09,1.972,53410,0.5244
2.368e+09,1.922,28680,0.5725
2.251e+09,1.923,23290,0.5891
2.683e+09,1.918,30580,0.5433
2.134e+09,1.94,31550,0.5914
2.452e+09,1.913,43350,0.613
2.365e+09,1.999,49870,0.5026
2.521e+09,1.931,38500,0.5435
2.39e+09,1.921,47280,0.5433
2.341e+09,1.936,34780,0.6226
2.415e+09,1.951,47990,0.5289
2.566e+09,1.811,44090,0.52
2.426e+09,1.998,43150,0.5123
2.331e+09,1.937,45160,0.5216
2.505e+09,1.902,44740,0.5365
2.405e+09,2,42980,0.5816
2.478e+09,1.726,29340,0.5326
2.091e+09,1.944,33550,0.524
2.06e+09,1.945,49940,0.656
2.055e+09,1.962,42590,0.5286
2.371e+09,1.889,23130,0.6223
2.274e+09,1.991,26970,0.5751
2.949e+09,1.768,42940,0.6231
2.957e+09,1.853,35250,0.6463
2.779e+09,1.881,52980,0.6256
2.687e+09,1.996,30140,0.6505
2.38e+09,1.612,45800,0.5286
2.412e+09,1.824,54560,0.7592
2.754e+09,1.903,42130,0.513
2.446e+09,1.989,44400,0.5049
2.756e+09,1.811,37060,0.5592
2.828e+09,1.821,39730,0.5789
2.464e+09,1.803,21670,0.6836
2.676e+09,1.749,31730,0.5074
2.46e+09,1.967,20630,0.6598
2.63e+09,1.922,35300,0.5418
2.674e+09,1.976,30400,0.5028
2.391e+09,1.988,32130,0.511
2.377e+09,1.975,32830,0.5431
2.322e+09,1.947,52200,0.5846
2.349e+09,1.984,35480,0.5425
2.37e+09,1.864,38130,0.5261
2.541e+09,1.86,29250,0.5029
2.492e+09,1.977,21670,0.5338
2.45e+09,1.959,33290,0.6096
2.34e+09,1.875,37950,0.5105
2.51e+09,1.935,43610,0.5109
2.321e+09,1.876,41160,0.541
2.595e+09,1.761,50880,0.5115
2.307e+09,1.963,49350,0.5307
2.596e+09,1.715,47770,0.5421
2.622e+09,1.91,51590,0.5023
2.664e+09,1.854,33740,0.5599
2.809e+09,1.952,35970,0.7704
2.376e+09,1.845,37870,0.5716
2.493e+09,1.803,38510,0.6084
2.494e+09,1.893,51080,0.6681
2.588e+09,1.851,32490,0.5018
2.386e+09,1.934,59840,0.7083
2.355e+09,1.88,27430,0.5005
2.568e+09,1.762,50650,0.5696
2.767e+09,1.695,38010,0.5272
2.525e+09,1.854,45380,0.5267
2.268e+09,1.968,33190,0.5691
2.439e+09,1.999,30210,0.5207
2.392e+09,1.986,36510,0.5575
2.653e+09,1.92,33500,0.5227
2.442e+09,1.954,39450,0.5129
2.782e+09,1.967,41510,0.5737
2.864e+09,1.76,30520,0.6819
2.923e+09,1.867,37290,0.6151
2.745e+09,1.988,36720,0.7289
2.777e+09,1.91,44150,0.5372
2.604e+09,1.966,37460,0.5597
2.47e+09,1.818,32920,0.6101
3.121e+09,1.518,42870,0.5855
2.671e+09,1.88,52410,0.7031
2.429e+09,1.8,37630,0.5776
2.67e+09,1.645,45720,0.5315
2.611e+09,1.767,40410,0.5047
2.345e+09,1.911,33080,0.5516
2.514e+09,1.959,39840,0.6063
2.72e+09,1.82,34820,0.5295
2.57e+09,1.87,47040,0.5275
2.514e+09,1.94,46520,0.5522
2.708e+09,1.832,51880,0.5382
2.519e+09,1.979,61500,0.6027
2.432e+09,1.98,29640,0.6165
2.219e+09,1.959,45720,0.637
2.443e+09,1.943,42280,0.6503
2.601e+09,1.87,25510,0.5216
2.445e+09,1.929,24120,0.5108
2.325e+09,1.943,49640,0.5721
2.759e+09,1.918,29200,0.5736
2.637e+09,1.902,26200,0.5523
2.326e+09,1.922,33050,0.51
2.352e+09,1.989,36490,0.5241
2.445e+09,1.84,37330,0.5063
2.387e+09,1.868,45070,0.5266
2.734e+09,1.95,44750,0.5044
2.202e+09,1.873,44010,0.5859
2.321e+09,1.838,56680,0.5044
2.222e+09,1.966,32280,0.5938
2.404e+09,1.782,43830,0.5104
2.57e+09,1.929,36100,0.6545
2.629e+09,1.926,33730,0.618
2.484e+09,1.963,36850,0.6513
2.409e+09,1.906,31960,0.5597
2.55e+09,1.883,23430,0.5337
2.55e+09,1.721,36180,0.5194
2.628e+09,1.685,45530,0.5644
2.461e+09,1.984,27370,0.546
2.524e+09,1.945,32520,0.5048
2.534e+09,1.957,45810,0.5524
2.399e+09,1.991,41530,0.5269
2.324e+09,1.983,48200,0.5541
2.443e+09,1.982,31360,0.564
2.41e+09,1.908,32640,0.5911
2.73e+09,1.719,25060,0.5733
2.709e+09,1.865,28280,0.521
2.293e+09,1.914,30300,0.5174
2.334e+09,1.928,35610,0.5143
2.211e+09,1.941,52450,0.5571
2.112e+09,1.96,51410,0.532
2.47e+09,1.841,50870,0.5882
3.321e+09,1.717,33160,0.558
2.669e+09,1.734,38590,0.6275
2.478e+09,1.934,59270,0.5849
2.444e+09,1.876,43800,0.6063
2.25e+09,1.982,24500,0.5362
2.18e+09,1.878,40400,0.517
2.326e+09,1.919,46980,0.5
2.463e+09,1.942,25280,0.5905
2.367e+09,1.756,28060,0.5692
2.371e+09,1.996,27520,0.542
2.353e+09,1.905,39360,0.5264
2.383e+09,1.95,43190,0.542
2.192e+09,1.985,40020,0.5163
2.236e+09,2,32610,0.5485
2.077e+09,1.994,45750,0.6454
2.209e+09,1.945,36700,0.5601
2.297e+09,1.983,41540,0.5999
2.348e+09,1.972,37570,0.5127
2.743e+09,1.845,43490,0.5324
3.154e+09,1.243,47060,0.5137
2.392e+09,1.579,50170,0.548
2.552e+09,1.524,46940,0.5558
2.422e+09,1.929,25930,0.5298
2.403e+09,1.968,52500,0.5154
2.426e+09,1.971,32180,0.5322
2.187e+09,1.908,29920,0.5424
2.199e+09,1.738,28530,0.719
2.598e+09,1.656,29030,0.5396
2.405e+09,1.892,35040,0.5503
2.462e+09,1.934,35260,0.5439
2.593e+09,1.971,43880,0.5413
2.483e+09,1.928,38420,0.543
2.405e+09,1.776,39330,0.5664
2.442e+09,1.964,38300,0.5297
2.357e+09,1.944,42570,0.6222
2.7e+09,1.864,35930,0.6327
2.486e+09,1.597,29180,0.6103
2.355e+09,1.737,30030,0.5975
2.513e+09,1.797,37560,0.5577
2.237e+09,1.88,31570,0.5717
2.781e+09,1.934,31650,0.6742
3.308e+09,1.873,40260,0.7271
2.463e+09,1.882,56900,0.5661
2.364e+09,1.951,28080,0.5029
2.434e+09,1.748,34530,0.5993
2.26e+09,1.997,38100,0.5489
2.46e+09,1.822,37750,0.654
2.369e+09,1.921,39970,0.7126
2.439e+09,1.973,38240,0.5522
2.681e+09,1.708,27930,0.6899
2.355e+09,1.841,52430,0.6387
2.539e+09,1.95,46690,0.6517
2.605e+09,1.912,43450,0.6341
2.432e+09,1.948,43280,0.557
2.53e+09,1.918,29220,0.5997
2.669e+09,1.789,36530,0.6242
2.481e+09,1.769,29250,0.5972
2.513e+09,1.954,53280,0.5182
2.626e+09,1.968,35270,0.5992
2.551e+09,1.981,33620,0.5562
2.308e+09,1.894,34870,0.6093
2.34e+09,1.934,43590,0.6122
2.237e+09,1.958,44830,0.5054
2.228e+09,1.939,49820,0.5228
2.45e+09,1.907,48090,0.5234
2.329e+09,1.769,24560,0.5293
2.655e+09,1.827,31740,0.5901
2.584e+09,1.927,58260,0.5678
2.135e+09,1.922,33890,0.5433
2.615e+09,1.533,67380,0.5377
2.705e+09,1.707,76240,0.5145
2.866e+09,1.957,56990,0.5052
2.537e+09,1.979,38630,0.5138
2.631e+09,1.978,36300,0.5112
2.41e+09,1.876,47360,0.6381
2.647e+09,1.723,29880,0.5592
2.092e+09,2,35650,0.5208
2.404e+09,1.991,38540,0.5152
2.349e+09,1.966,49070,0.5241
2.37e+09,1.939,43050,0.5077
2.203e+09,1.968,41860,0.5819
2.152e+09,1.998,45400,0.5115
2.426e+09,1.936,44070,0.546
2.432e+09,1.986,25660,0.5033
2.549e+09,1.941,35490,0.6884
2.559e+09,1.872,35890,0.7026
2.458e+09,1.999,27400,0.5525
2.462e+09,1.919,22470,0.6273
2.242e+09,1.844,24620,0.5886
2.358e+09,1.852,27240,0.5006
2.479e+09,1.781,36010,0.725
2.093e+09,1.887,59120,0.5821
2.379e+09,1.92,37930,0.5331
2.455e+09,1.922,54300,0.5672
2.438e+09,1.901,27600,0.612
2.387e+09,1.759,67930,0.5576
2.382e+09,1.748,30080,0.5141
2.681e+09,1.682,29110,0.532
2.238e+09,1.954,44190,0.5791
2.423e+09,1.993,61150,0.6263
2.689e+09,1.861,30350,0.6092
2.396e+09,1.951,37080,0.572
2.32e+09,1.955,64200,0.6456
2.301e+09,1.98,50050,0.5496
2.544e+09,1.998,32790,0.5913
2.408e+09,1.963,30780,0.5232
2.36e+09,1.903,33430,0.515
2.292e+09,1.993,45620,0.6815
2.53e+09,1.959,37430,0.5855
2.149e+09,1.905,32090,0.5865
2.255e+09,1.989,60270,0.5202
