hERG_IC50,hERG_h,hERG_Bmax
15.59,0.776,83.73
8.875,1.139,77.72
12.7,1.124,85.93
13.37,0.8154,81.74
8.411,1.216,78.37
10.53,0.82,81.01
11.19,0.99,76.86
13.09,0.8186,82.2
10.86,1.166,78.54
10.19,1.39,81.07
16.42,0.7744,83.66
9.237,1.311,81.04
11.18,1.343,76.89
10.41,1.141,82.95
9.651,1.064,79.51
12.84,0.9199,79.85
12.85,0.8512,84.15
10.63,1.217,78.39
9.985,1.422,79.26
17.13,0.7856,80.86
13.91,0.9341,82.04
7.837,1.017,70.7
12.6,0.9823,80.71
8.584,1.292,73.04
18.67,0.6849,91.09
10.39,1.077,77.85
16.58,0.8204,86.57
7.945,0.9887,73.02
16.7,1.135,84.89
9.673,1.302,76.3
19.31,0.7469,83.58
7.31,1.137,73.59
19.32,0.8434,83.74
8.324,1.187,77.02
11.51,1.003,81.2
10.52,1.059,76.4
25.72,0.6556,89.27
16.14,0.8086,83.99
23.73,0.705,88.94
9.642,1.316,80.8
16.18,0.8337,87.68
10.18,1.13,81.68
11.03,1.033,74.9
9.296,0.9745,75.73
12.65,1.098,82.89
20.55,0.7666,86.7
10.3,0.9409,81.34
10.97,1.039,78.26
11.92,0.9944,78.21
29.52,0.6382,96.47
11.92,1.215,80.3
13.81,0.9115,83.72
7.981,1.349,74.1
15.19,0.8274,85.9
9.081,1.154,79.83
12.57,0.9547,77.95
16.12,0.8562,83.62
11.56,1.086,77.4
13.86,0.9687,83.59
14.24,0.9058,80.63
10.12,1.488,78.24
12.94,0.7624,81.57
21.75,0.7494,88.91
11.28,0.7372,79.88
35.74,0.6572,95.97
10.11,1.095,80.38
15.05,0.7764,83.03
44.25,0.5521,99
12.27,0.9993,80.53
23.5,0.6808,90.16
14.03,0.9375,83.06
26.2,0.6183,96.26
10.94,1.086,83.6
13.09,0.9758,80.04
19.37,0.7565,90.37
10.79,1.009,82.31
10.14,1.2,78.44
7.377,1.339,73.15
11.49,1.037,77.18
10.13,1.127,77.13
11.79,1.104,79.16
15.35,1.047,85.95
14.92,0.7019,82.56
7.81,1.174,73.93
9.929,1.152,76.68
10.67,0.9974,82.39
30.04,0.633,95.3
14.16,0.9786,86.98
8.651,0.9798,74.01
11.09,1.121,81.24
10.17,0.9502,82.72
17.42,0.7742,85.05
11.98,0.9633,76.41
8.614,1.208,71.1
12.09,1.14,81.62
10.45,1.17,80.5
13,1.083,81.5
18.7,0.8104,87.17
11.61,0.9884,78.16
16.56,0.962,82.77
11.72,1.25,78.97
11.73,0.9555,83.04
9.684,1.085,78.59
9.43,0.9714,76.24
16.72,0.7395,85.62
16.34,0.8415,85.67
8.613,0.9339,74.52
8.781,1.305,77.24
8.907,1.034,80.23
11.24,0.9115,80.34
13.62,0.9606,84.73
8.962,1.13,79.28
17.52,0.7339,84.6
10.72,0.9895,84.34
13.89,0.7535,83.51
8.698,1.069,77.12
13.46,0.9247,77.16
18.96,0.7977,84.83
8.561,1.106,78.29
9.16,1.038,73.9
11.95,1.001,79.93
12.05,0.8891,81.17
8.363,1.05,77.86
10.22,1.018,79.35
10.72,1.042,78.54
12.9,0.918,85.41
8.123,1.051,73.76
11.33,0.7895,78.23
8.899,1.334,76
12.97,0.944,81.03
12.11,0.9963,79.35
9.873,1.273,79.78
17.91,0.895,83.63
7.972,1.14,70.7
9.656,1.173,79.33
11.12,1.126,81.33
13.04,0.8264,78.09
12.13,0.945,77.16
8.911,1.305,75.07
15.2,1.132,84.24
10.98,1.153,82.03
10.05,1.167,78.02
11.74,0.9062,83.78
9.656,1.03,74.59
12.02,1.03,81.49
11.3,0.954,77.01
18.53,0.8478,84.36
11.68,1.142,80.52
14.81,0.8518,85.06
17.75,0.7497,86.45
11.56,1.118,84.38
10.88,1.033,78.34
13.02,0.99,78.43
22.24,0.6941,88.27
10.07,1.269,81.29
12.14,1.177,81.33
13.08,0.8822,79.44
20.36,0.7645,86.13
13.57,0.8483,80.71
10.97,1.443,79.34
25.5,0.7403,91.84
11.2,1.183,81.34
8.567,1.052,73.11
11.82,1.02,84.7
15.68,0.8876,84.62
10,1.111,80.41
9.684,1.159,80.42
10.27,1.387,77.27
8.258,1.025,75.85
21.73,0.6431,89.77
17.57,0.7803,87.3
11.03,1.244,77.08
9.198,1.234,77.07
10.79,0.9326,80.04
8.615,1.157,78.08
9.609,1.213,80.17
10.62,0.9872,79.84
16.67,0.791,85.18
8.124,0.9104,72.75
11.5,1.151,81.68
9.348,1.115,78.91
13.85,0.947,80.68
19.6,0.6973,89.24
15.37,0.8894,84.04
40.75,0.62,99
12.84,0.986,80.12
14.98,0.8293,82.39
9.63,1.135,77.48
13.71,1.131,83.47
15.77,0.701,85.6
9.162,0.9547,78.22
12.05,1.178,80.69
16.73,0.7343,84.37
18.71,0.8026,85.97
12.66,0.9154,79.34
12.9,1.002,80.77
11.16,1.187,80.99
10.18,1.205,80.89
9.438,1.07,72.34
