Kmax,Ku,n,halfmax,Vhalf,slope
234100,0.04659,0.7338,726300000,-61.18,0.0003223
55370,0.01934,0.7511,221800000,-71.3,0.0002496
16640,0.01031,0.6586,25300000,-12.5,0.0006577
20.43,0.4029,0.8243,195300,-11.72,0.0001046
56880,0.5329,0.733,165900000,-15.95,0.0003429
18.05,0.01109,0.8754,334200,-11.54,5.401e-05
49730,0.01253,0.7405,204300000,-6.161,0.0002434
9.174,0.03632,1.005,399000,-58.68,2.299e-05
62320,0.02253,0.8,467600000,-65.25,0.0001333
104600,0.02539,0.7389,366800000,-19.98,0.0002852
125000,0.01544,0.8027,994400000,-55.49,0.0001257
10.31,0.03682,0.9021,169500,-58.49,6.083e-05
104100,0.02255,0.7668,505200000,-13.07,0.0002061
49090,0.02247,0.7016,1.07e+08,-75.82,0.0004588
65430,0.01553,0.8117,542400000,-61.86,0.0001206
290100,0.02123,0.7332,977500000,-15.8,0.0002968
244700,0.02557,0.7459,897800000,-21.94,0.0002726
9505,0.05404,0.8323,87470000,-67.74,0.0001087
11.25,0.04067,0.9039,189700,-69.36,5.93e-05
22860,0.01869,0.8604,3.38e+08,-24.09,6.763e-05
73900,0.01984,0.7568,316900000,-72.12,0.0002332
305100,0.02513,0.6866,602400000,-13.18,0.0005065
74570,0.01889,0.7731,402200000,-55.37,0.0001854
172300,0.05513,0.7251,483400000,-68.17,0.0003564
127900,0.02383,0.7343,425500000,-66.62,0.0003006
3326,0.0183,0.6744,5350000,-61.62,0.0006217
130700,0.01928,0.7447,460700000,-61.43,0.0002837
86070,0.04774,0.7565,342800000,-75.08,0.0002511
41710,0.02108,0.912,987300000,-72.62,4.225e-05
52450,0.05386,0.6976,103800000,-73.19,0.0005053
28200,0.01304,0.7034,67800000,-11.98,0.0004159
61100,0.02355,0.7849,314700000,-69.84,0.0001942
104.1,0.01977,0.6927,213000,-58.66,0.0004887
101500,0.01306,0.7755,567600000,-11.67,0.0001788
23620,0.009331,0.6831,51640000,-12.16,0.0004574
132500,0.01142,0.6845,277300000,-10.14,0.0004778
16.11,0.04656,0.8422,137800,-23.84,0.0001169
39130,0.01595,0.7299,118100000,-56.18,0.0003313
74330,0.02808,0.7084,180200000,-68.62,0.0004125
11.81,0.05714,0.9745,484500,-71.33,2.438e-05
214800,0.05994,0.6691,328900000,-65.13,0.0006531
80730,0.02063,0.8015,635400000,-69.58,0.0001271
52550,0.0342,0.8372,577200000,-12.17,9.104e-05
248600,0.02608,0.7509,971600000,-18.85,0.0002559
109300,0.04451,0.7666,468100000,-68.9,0.0002335
59730,0.02533,0.8607,935300000,-11.9,6.386e-05
168800,0.01003,0.7285,576900000,-12.97,0.0002926
39510,0.01579,0.6956,82170000,-68.72,0.0004808
40.55,0.01573,0.7388,149100,-18.38,0.000272
127200,0.02718,0.8002,939400000,-43.29,0.0001354
80510,0.01055,0.6999,219400000,-6.065,0.000367
94680,0.009877,0.7275,339900000,-13.85,0.0002786
55300,0.02195,0.8144,403100000,-71.76,0.0001372
66140,0.02472,0.76,288200000,-62.85,0.0002295
139100,0.02529,0.7478,548400000,-16.54,0.0002536
41.86,0.01164,0.7886,291800,-9.087,0.0001435
54080,0.009319,0.8014,459800000,-7.757,0.0001176
8.995,0.011,0.9303,231100,-60.62,3.892e-05
38710,0.0157,0.8576,597200000,-6.966,6.482e-05
15730,0.01989,0.843,195600000,-62.69,8.042e-05
120200,0.02911,0.7751,753900000,-8.078,0.0001594
88750,0.02372,0.7453,335200000,-66.57,0.0002648
72840,0.0128,0.7394,273600000,-17.37,0.0002662
10550,0.05501,0.832,96850000,-64.21,0.0001089
159500,0.01164,0.7522,732900000,-9.624,0.0002176
73460,0.01508,0.794,469300000,-56.09,0.0001565
60810,0.03491,0.7403,216300000,-15.3,0.0002811
144900,0.02213,0.7355,4.28e+08,-69.95,0.0003386
97510,0.02528,0.7723,497200000,-12.92,0.0001961
27930,0.01879,0.8766,469900000,-10.07,5.944e-05
93010,0.0141,0.7848,610600000,-9.639,0.0001523
51220,0.04652,0.7963,329100000,-71.07,0.0001556
97280,0.02262,0.7744,490600000,-14.91,0.0001983
114000,0.01954,0.7906,709700000,-65,0.0001606
12630,0.01356,0.7538,58450000,-8.547,0.0002161
33460,0.03329,0.7291,114600000,-57.1,0.000292
68840,0.01287,0.7593,357500000,-15.68,0.0001926
172200,0.03339,0.7143,465500000,-69.21,0.0003699
165600,0.07133,0.6943,295600000,-71.02,0.0005602
26180,0.02229,0.7861,141800000,-69.28,0.0001846
73530,0.02078,0.8238,682900000,-7.643,0.0001077
114200,0.01044,0.6484,1.49e+08,-17.41,0.0007664
187500,0.0228,0.6614,247800000,-75.19,0.0007567
37390,0.03029,0.8523,517900000,-13.11,7.22e-05
22050,0.05545,0.7476,81570000,-64.09,0.0002703
15770,0.01278,0.6803,31300000,-7.057,0.0005038
46210,0.01516,0.8449,492400000,-55.86,9.385e-05
44620,0.01623,0.861,7.08e+08,-16.13,6.302e-05
74660,0.02713,0.7358,252800000,-18.04,0.0002953
125100,0.05191,0.6725,201600000,-65.72,0.0006205
215800,0.02057,0.76,961700000,-17.9,0.0002244
88920,0.02092,0.8227,820500000,-7.384,0.0001084
26860,0.02033,0.8141,220700000,-71.44,0.0001217
298600,0.04754,0.7342,951300000,-23.75,0.0003139
7.782,0.01925,0.9602,232800,-62.17,3.343e-05
25980,0.01023,0.6557,37510000,-16.68,0.0006926
140500,0.02034,0.775,747800000,-64.89,0.0001879
135300,0.02383,0.7217,331700000,-73.17,0.0004079
141900,0.02279,0.7783,8.72e+08,-9.522,0.0001627
57730,0.01349,0.7185,184600000,-10.92,0.0003127
196300,0.02828,0.7115,482100000,-56.76,0.0004072
69240,0.05522,0.7121,1.61e+08,-71.62,0.0004301
210800,0.04323,0.6958,381300000,-66.8,0.0005528
41250,0.3881,0.7777,242600000,-33.99,0.00017
3.786,0.3666,1.148,777000,-14.01,4.873e-06
257800,0.02021,0.7247,764300000,-22.12,0.0003373
17320,0.1126,0.7698,80320000,-67.38,0.0002156
36280,0.0336,0.8142,280300000,-69.18,0.0001294
142800,0.02765,0.7522,598100000,-28.92,0.0002388
120800,0.02373,0.7792,632500000,-67.27,0.000191
