Kmax,Ku,n,halfmax,Vhalf,slope
13.82,4.095e-05,0.5952,5.667,-74.19,2.439
10.62,4.654e-05,0.5965,4.049,-36.99,2.623
52.07,4.061e-05,0.502,25.9,-69.77,2.01
16.11,4.485e-05,0.5485,6.94,-29.04,2.321
18.71,3.75e-05,0.5317,7.76,-75.67,2.411
24.28,4.307e-05,0.5765,12.99,-87.96,1.869
20.08,4.029e-05,0.5059,8.776,-71.03,2.288
14.99,4.555e-05,0.5811,7.467,-75.72,2.007
15.13,3.627e-05,0.5924,6.167,-97.81,2.453
17.4,4.05e-05,0.5055,7.367,-72.69,2.362
10.51,3.76e-05,0.6363,4.154,-89.39,2.53
7.922,4.344e-05,0.6326,2.462,-62.87,3.218
12.77,4.449e-05,0.573,5.843,-78.22,2.186
22.11,4.289e-05,0.5504,10.59,-69.34,2.088
45.95,5.042e-05,0.5,25.58,-51.06,1.796
9.695,5.12e-05,0.5916,3.974,-14.09,2.44
15.7,4e-05,0.5651,6.403,-31.83,2.452
8.411,4.153e-05,0.668,2.349,-16.31,3.581
10.98,3.434e-05,0.6736,3.934,-80.3,2.791
10.82,4.142e-05,0.6166,3.843,-63.94,2.816
11.71,5.177e-05,0.6152,5.589,-62.29,2.095
30.21,4.747e-05,0.5005,15.99,-76.41,1.889
8.626,4.172e-05,0.6062,2.84,-55.25,3.037
6.939,4.625e-05,0.6895,2.131,-58.02,3.256
19.96,4.376e-05,0.5425,8.658,-45.84,2.305
11.65,3.528e-05,0.6311,4.154,-79.36,2.805
10.51,3.99e-05,0.6225,4.274,-87.32,2.459
9.697,4.552e-05,0.6017,3.546,-35.47,2.735
7.864,4.732e-05,0.6338,2.521,-54.16,3.119
18.27,4.861e-05,0.5439,9.248,-58.5,1.976
35.89,4.169e-05,0.5458,18.82,-79.23,1.907
13.24,4.742e-05,0.59,6.45,-76.82,2.053
9.751,4.544e-05,0.6022,3.55,-47.36,2.747
6.598,4.056e-05,0.7373,1.755,-66.36,3.76
18.77,4.127e-05,0.5302,8.588,-81.89,2.186
7.414,3.853e-05,0.6224,2,-70.12,3.707
13.02,4.81e-05,0.5174,5.597,-20.01,2.326
9.382,3.681e-05,0.6248,3.065,-81.05,3.061
11.05,4.141e-05,0.5919,4.442,-82.51,2.488
