ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
3297,1.959,10950,1.292,1051,1.81,1062,1.799
4921,1.52,9174,1.163,2485,1.595,1515,1.587
2684,1.184,18140,1.754,2311,1.495,1143,1.589
2456,1.119,20510,1.598,1704,1.04,1485,1.426
1266,1.75,17670,1.766,1389,1.567,819,1.915
1317,1.659,8549,1.123,2255,1.437,771.8,1.977
2755,1.931,19480,1.957,1461,1.856,898.2,1.865
1469,1.696,16280,1.637,2594,1.114,1119,1.948
1853,1.751,11250,1.105,3705,0.9469,1161,1.719
1748,1.785,11590,1.092,1188,1.847,999.4,1.795
4306,0.8863,14720,1.405,2217,0.8639,897.3,1.675
1966,1.932,12730,1.475,1979,1.079,838.9,1.998
3109,1.133,10100,1.29,1035,1.667,899.6,1.87
2032,1.935,15540,1.797,2015,0.8293,1549,1.383
1730,1.915,14500,1.294,2908,0.8997,1717,1.303
2908,1.276,8683,0.8561,1910,1.196,1199,1.446
2867,1.422,13210,1.444,2321,1.238,862.7,1.903
2913,1.73,12430,1.36,1575,1.544,988,1.871
1531,1.936,13600,1.755,1006,1.91,979.8,1.658
1860,1.771,18480,1.589,954.8,1.959,1775,0.9866
2129,1.279,20910,1.816,1224,1.864,804.9,1.887
1672,1.324,17940,1.868,1628,1.213,1617,1.471
1899,1.326,14440,1.191,5110,0.9783,2181,1.292
2833,1.744,12490,1.198,1136,1.594,1712,1.21
2897,1.796,16010,1.289,2607,0.9928,1538,1.38
2278,1.112,12980,1.224,2692,1.153,1133,1.458
1980,1.452,15800,1.762,2197,1.023,1006,1.8
7774,1.36,14800,1.32,1443,1.264,1211,1.81
2877,1.343,11710,0.9941,1462,1.573,938.8,1.901
1799,1.513,9830,1.725,2779,0.9891,1263,1.729
1961,1.97,9464,1.273,3628,0.916,954.1,1.974
1703,1.992,8623,1.387,3413,1.012,984.8,1.836
5159,1.44,8509,1.221,1614,1.844,972.2,1.826
4283,1.672,13480,1.198,1140,1.583,887.7,1.589
2821,1.723,12050,1.116,908.6,1.669,1287,1.453
4223,1.093,16870,1.618,1470,1.989,1077,1.803
3169,1.697,17540,1.718,1473,1.038,900,1.956
3033,1.466,19580,1.576,1537,1.253,1064,1.144
7724,1.413,11520,1.068,1485,1.777,1380,1.321
2336,1.835,20010,1.72,3145,0.9976,1441,1.48
3825,1.625,22490,1.975,2576,1.02,1086,1.366
2635,1.96,17390,1.964,3621,0.8669,877.4,1.83
2920,1.544,11040,1.42,1882,1.428,850,1.669
2355,1.767,18210,1.921,1063,1.818,939.5,1.806
1760,1.719,11430,1.195,1750,1.371,1220,1.458
