Kmax,Ku,n,halfmax,Vhalf,slope
7739,4.27e-05,0.7717,21380,-1,0.362
57680,3.027e-05,0.6678,123700,-1,0.4663
10.43,2.926e-05,0.9824,32.82,-1.385,0.3178
24.06,3.594e-05,0.8811,75.28,-1.002,0.3196
897800,2.178e-05,0.5799,1384000,-5.657,0.6487
5.746,4.548e-05,0.9761,13.14,-1.002,0.4373
22860,2.671e-05,0.6068,37440,-1.002,0.6106
602600,2.669e-05,0.577,1081000,-1.032,0.5574
176000,3.32e-05,0.6666,383700,-1.017,0.4587
215600,5.124e-05,0.7604,621000,-1,0.3472
20930,3.11e-05,0.5911,41130,-1.007,0.5089
39010,3.58e-05,0.6026,65970,-1.002,0.5913
1090000,1.236e-05,0.6916,1629000,-68.64,0.6691
4139000,1.337e-05,0.7719,7905000,-49.34,0.5236
34210,3.001e-05,0.6352,67420,-1.002,0.5074
257000,2.64e-05,0.6135,504300,-1,0.5096
1760000,2.368e-05,0.5371,3085000,-1.372,0.5705
658000,2.709e-05,0.6053,1122000,-1.002,0.5865
1009000,3.391e-05,0.7352,2913000,-1.002,0.3464
1646000,1.944e-05,0.8009,3658000,-12.06,0.45
25280,2.908e-05,0.6976,48180,-1,0.5247
14470,3.526e-05,0.7197,33650,-1,0.43
130600,3.616e-05,0.6226,186600,-1,0.6999
83430,3.11e-05,0.734,222400,-1.459,0.3751
252900,4.362e-05,0.9172,1005000,-1,0.2516
3591000,2.154e-05,0.6518,7085000,-4.921,0.5068
272200,3.203e-05,0.5902,451600,-1.002,0.6027
155300,3.029e-05,0.7256,374900,-1,0.4142
1019000,1.752e-05,0.7295,1992000,-16.6,0.5115
47110,2.957e-05,0.6914,116000,-1,0.4061
14.3,2.731e-05,0.6502,21.65,-1.001,0.6605
14.02,3.474e-05,0.5983,20.75,-1,0.6757
638200,1.471e-05,0.6749,896900,-38.36,0.7116
8.726,5.483e-05,0.9525,27.15,-1.001,0.3214
15790,3.328e-05,0.6903,41170,-1,0.3835
82850,3.805e-05,0.7112,203900,-1,0.4063
10.33,1.811e-05,0.7144,14.52,-4.744,0.7114
672000,1.51e-05,0.6192,925600,-23.31,0.726
13.64,2.109e-05,0.6815,18.95,-3.378,0.7198
1195000,1.248e-05,0.6378,1670000,-39.17,0.7156
53600,3.354e-05,0.666,105900,-1,0.5061
18810000,2.085e-05,0.67,35950000,-5.387,0.5232
1309000,1.934e-05,0.7467,2672000,-9.778,0.4899
19820,3.322e-05,0.6097,32810,-1,0.6041
2792,2.352e-05,0.6321,4761,-1.255,0.5864
155500,2.718e-05,0.7057,355500,-1.012,0.4374
22670,2.93e-05,0.6492,56470,-1.009,0.4015
56640,3.295e-05,0.6905,107400,-1,0.5274
68950,3.434e-05,0.7663,156200,-1,0.4414
67450,3.943e-05,0.7985,213200,-1,0.3164
4.868,2.704e-05,0.9731,8.396,-1.004,0.5798
26270,3.084e-05,0.654,52860,-1.001,0.497
27870,2.177e-05,0.6289,46460,-4.434,0.5999
31070,4.148e-05,0.6881,78830,-1,0.3941
4.615,2.854e-05,0.8977,9.683,-1,0.4766
36.07,2.91e-05,0.7843,75.45,-1.003,0.4781
39.4,1.636e-05,0.6586,53.82,-8.886,0.7321
870000,3.009e-05,0.8288,2750000,-1.001,0.3164
7.759,2.622e-05,0.7423,13.86,-1.098,0.5598
730700,2.39e-05,0.7284,1592000,-5.463,0.459
1398000,1.952e-05,0.7393,2835000,-8.611,0.4931
