hERG_IC50,hERG_h,hERG_Bmax
8577,1.015,81.38
16060,0.861,99
14540,0.713,99
17830,0.8163,99
10370,0.9173,86.84
18000,0.8155,99
14580,0.7846,99
17090,0.7864,99
17240,0.6788,99
7268,1.161,77.76
12260,0.9298,88.81
9821,0.8808,84.46
13280,0.6383,98.36
15760,0.9044,99
19300,0.7637,99
13250,0.8264,95.63
13400,0.6803,99
16540,0.6857,99
6525,1.537,74.69
9647,0.969,83.94
14870,0.7959,99
14700,0.7434,96.29
19380,0.7836,98.69
13750,0.9171,95.11
11930,0.6807,98.06
11810,0.9469,87.56
18330,0.8632,99
13990,0.7998,92.46
10330,0.9403,83.9
14670,0.8969,92.91
8685,0.8474,84.14
12830,0.7362,99
13740,0.8779,99
12700,0.788,93.17
18110,0.7794,99
9913,0.8905,89.31
13850,1.149,89.32
9417,1.174,79.95
12320,0.7787,90.01
8266,0.9461,83.87
9683,1.056,85.58
6338,1.221,75.82
17940,0.7385,99
18120,0.777,99
17070,0.7855,99
16810,0.699,99
9201,0.9558,82.58
12190,0.8118,86.74
8574,0.8902,84.85
17110,0.7527,99
9403,1.149,78.57
18310,0.7294,99
17400,0.709,99
14040,0.7871,99
16010,0.7438,99
12630,1.096,90.96
6013,1.175,73.53
7819,1.164,82.96
13210,0.8194,95.63
7046,0.9524,78.24
10200,0.7754,93.51
18940,0.8025,99
16870,0.7396,99
7574,1.009,80.48
17930,0.779,99
12130,0.7837,89.68
9463,0.8726,86.57
16020,0.6612,99
15110,0.7505,99
20700,0.7551,99
16120,0.6794,99
8765,1.195,79.4
10560,0.9193,90.1
15480,0.6658,99
8589,1.048,82.13
18330,0.7055,99
8168,0.939,81.6
11490,0.9675,83.87
17710,0.7766,99
19330,0.7189,98.11
10550,0.7547,84.19
15870,0.6512,99
15840,0.6662,99
21070,0.7465,99
16840,0.738,99
15070,0.7636,99
9852,0.7695,88.55
8739,0.8523,84.68
7509,1.033,79.47
17700,0.7815,99
15890,0.659,99
8031,1.102,81.61
19370,0.9246,99
12500,0.8125,92.64
15410,0.7848,99
13030,0.9861,86.07
16930,0.65,99
16380,0.7521,99
15630,0.6511,99
18600,0.6691,99
17560,0.804,99
14570,0.6877,99
6654,1.233,75.89
12220,0.7029,99
7558,0.9584,81.95
12230,0.6853,99
15430,0.7026,99
14200,0.6269,97.68
18710,0.8687,99
14610,0.7335,99
8016,1.205,81.85
5787,0.9551,76.69
20510,0.7449,99
19130,0.7515,99
17130,0.667,99
16070,0.6838,99
13570,0.7594,99
17830,0.6462,98.52
16680,0.709,99
10520,0.9447,88.11
17830,0.8427,99
15740,0.7321,99
11750,0.7944,91.94
11570,1.011,89.24
8383,1.108,80.54
18190,0.7548,99
13000,0.8089,87.07
8235,1.18,78.49
16970,0.7714,99
9901,1.041,81.14
13750,0.9183,94.82
10780,0.8254,90.97
11550,0.892,88.65
13770,0.5945,99
15140,0.7369,99
15430,0.8205,99
13100,0.9014,91.72
14670,0.8969,92.91
6153,1.114,77.34
17890,0.7622,99
15810,0.7612,99
11640,0.7699,91.2
9328,1.058,80.76
17990,0.7269,99
11240,0.8542,88.03
6769,0.8398,82.5
11840,1.028,87.07
14850,0.7983,99
11180,0.8696,89.21
18120,0.779,99
9884,0.9779,85.38
5632,1.472,71.79
14610,0.8053,99
18280,0.7646,99
15700,0.6385,99
6400,1.258,77.02
10140,0.8709,86.52
16870,0.7375,99
7271,0.9073,82.7
21850,0.7469,99
10430,0.9242,87.83
15930,0.83,99
17400,0.6521,99
14930,0.7256,99
18660,0.7596,99
6641,1.126,77.03
13250,0.6877,99
10000,0.9672,84.47
17730,0.6716,99
17080,0.6928,99
14040,0.7475,99
20180,0.8538,99
9036,0.8316,83.3
15140,0.7728,99
17170,0.6897,99
14350,0.7174,99
14250,0.6054,99
15030,0.7734,99
14990,0.8321,99
17630,0.7459,99
17540,0.7154,97.37
6017,1.083,82.42
13490,0.7895,89.53
15580,0.6684,99
14580,0.6697,99
8319,1.072,85.19
21790,0.9002,99
16060,0.7638,99
13570,0.844,95.42
8529,0.9334,82.73
18060,0.6563,99
8476,0.9834,86.11
8585,0.9593,87.39
11940,0.8299,85.1
10980,0.8631,93.85
15740,0.7429,99
19440,0.6721,97.78
8470,0.9127,82.78
15640,0.794,99
16860,0.7919,99
8029,1.166,78.85
8180,1.108,78.82
11650,0.8136,86.46
11980,0.789,91.76
17340,0.7876,99
15240,0.7211,99
15720,0.8196,99
12720,0.7854,97.53
16860,0.6759,99
11780,0.9483,87.51
10730,0.7343,95.59
8340,0.9043,84.62
7984,0.9935,82.42
20020,0.7812,99
14380,0.8858,90.7
6686,1.187,77.32
15940,0.6725,99
16370,0.8863,94.78
8017,0.8171,87.56
16070,0.784,99
7873,0.8314,84.33
16920,0.8018,99
9516,1.245,86.01
9713,0.9017,86.97
6631,1.325,76.99
17290,0.6736,99
9011,1.146,82.13
13090,0.9251,87.01
9328,0.8852,84.04
9985,0.7708,90.22
14370,0.7049,99
8050,1.015,86.33
13990,0.6486,99
19710,0.8115,99
19930,0.7924,99
10040,0.935,86.89
14110,0.8961,86.16
10520,0.988,88.22
14680,0.9115,90.46
17010,0.678,99
6749,1.362,76.04
10140,1.057,83.91
15650,0.6981,99
19290,0.7451,99
15460,0.8023,99
19190,0.7239,99
15880,0.7536,99
9321,0.8315,85.23
14560,0.7376,99
10640,0.928,86.34
11060,0.8722,89.01
7853,0.835,84.09
9335,0.8394,84.81
10290,0.863,85.34
13190,0.6576,99
15490,0.7337,99
7589,0.942,82.76
17760,0.8463,99
18080,0.8171,99
6674,1.075,76.2
16240,0.8353,99
10000,0.7485,91.39
7315,0.7812,84.84
7532,1.145,82.64
12490,0.7906,98.09
8018,1.254,75.24
15220,0.9777,89.13
19080,0.714,99
15020,0.7745,99
13760,0.7643,99
16130,0.8466,99
16700,0.708,99
17720,0.7012,99
11620,0.6523,95.44
13090,0.7694,89.97
12420,1.15,83.74
7744,0.8593,81.79
16920,0.7315,99
16420,0.6559,99
14090,0.7015,99
17200,0.8701,99
9779,0.9253,92.74
22360,0.7582,99
