ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
8461,1.958,18000,1.996,3820,1.422,120.6,0.9768
7832,1.86,16790,1.854,3908,1.346,123.7,0.9692
7987,1.6,17270,1.985,4125,1.241,125.4,1.083
13890,1.698,17760,1.989,3736,1.529,129.8,1.205
10460,1.598,18440,1.999,3251,1.384,130.9,1.139
8243,1.844,20720,1.956,3119,1.301,123.2,0.8945
8251,1.9,18090,1.895,3850,1.221,102.8,1.013
10040,1.864,19650,1.817,3786,1.295,121.6,1.058
11670,1.992,19890,1.966,3522,1.453,122.5,0.9947
9143,1.58,18940,1.764,4485,1.422,125.8,1.006
9644,1.685,18550,1.89,5091,1.137,123.7,1.015
10300,1.879,17690,1.621,4360,1.126,137.3,1.078
9809,1.687,19460,1.553,4445,1.337,141.1,1.099
9630,1.805,23160,1.395,3763,1.222,142.2,1.172
9837,1.836,26910,1.153,3668,1.324,110.5,1.109
10780,1.978,25730,1.229,3723,1.379,109.6,1.181
9155,1.627,19860,1.161,3809,1.405,111.5,0.9913
9753,1.932,18160,1.773,3957,1.217,117.2,0.9623
8146,1.84,18300,1.352,3813,1.489,122.1,1.015
7583,1.94,17050,1.678,3522,1.571,137.8,0.9772
7039,1.99,21330,1.706,3665,1.127,120.2,1.049
11030,1.754,20250,1.786,4009,1.703,118.6,1.088
8757,1.665,21370,1.672,3852,1.086,109.7,1.002
8087,1.924,15210,1.821,4336,1.304,111.2,1.021
7768,1.705,19720,1.954,3648,1.529,113.9,1.027
10900,1.989,17730,1.991,3714,1.432,135.9,1.038
10800,1.923,18050,1.628,3640,1.511,138.1,1.089
11910,1.914,15660,1.763,3566,1.323,108.4,0.9354
9797,1.827,16190,1.798,3299,1.466,116.1,0.9381
11810,1.877,18000,1.893,3575,1.295,127.2,1.074
11170,1.676,19390,1.982,3617,1.229,113.4,1.049
8818,1.62,19820,1.898,3679,1.363,112.8,0.9565
10950,1.748,19710,1.675,3316,1.371,122,1.001
9733,1.886,18360,1.682,3300,1.661,114.5,0.9823
9423,1.964,17790,1.838,4217,1.379,127.2,1.12
8088,1.965,18560,1.851,4268,1.326,110.5,1.087
10100,1.906,22200,1.905,3960,1.185,108.5,0.8875
9861,1.834,19510,1.988,3889,1.559,126.7,0.9731
8343,1.821,19370,1.387,3485,1.744,144.8,1.221
8067,1.87,22110,1.638,3586,1.346,149.9,1.195
8823,1.545,19870,1.587,3722,1.227,126.6,1.147
8066,1.606,19970,1.677,3966,1.496,106,1.183
9888,1.743,19710,1.67,3511,1.605,114.9,1.042
11510,1.889,19160,1.652,3638,1.561,114.1,0.8938
11310,1.936,18890,1.812,3870,1.541,133.8,1.087
8819,1.645,17540,1.943,3548,1.364,123.2,1.026
9610,1.956,17950,1.923,4195,1.301,108.6,0.9783
10080,1.732,18960,1.9,3707,1.376,125,1.155
8850,1.903,19780,1.675,3559,1.458,125.9,1.074
10610,1.791,22590,1.942,4366,1.264,129.5,0.9545
10450,1.835,21970,1.958,3650,1.529,116,0.909
10090,1.787,17240,1.925,4140,1.288,114.8,0.9616
7878,1.947,14960,1.296,3929,1.347,120.1,0.992
9510,1.773,19390,1.368,3873,1.223,129.3,1.092
9576,1.952,21770,1.64,4127,1.091,112.6,0.9995
11580,1.793,20770,1.854,3703,1.466,117.4,0.9855
8938,1.47,20590,1.914,3643,1.213,115.7,0.9943
14210,1.352,18790,1.931,3325,1.612,113.9,1.021
7518,1.845,23270,1.857,3857,1.284,116.2,1.007
9934,1.972,20750,1.805,4387,1.138,129.6,1.026
8098,1.985,22350,1.292,3974,1.258,110.6,1.009
8911,1.844,22050,1.551,3649,1.344,112.2,1.088
9555,1.994,17970,1.354,3730,1.302,119.1,1.155
9446,1.996,19600,1.971,4102,1.211,113.2,1.072
10660,1.811,18910,1.784,3891,1.345,108.8,0.9386
10060,1.56,25070,1.538,3756,1.483,123,0.9624
