ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
275800,1.005,166000,0.954,213700,0.75,64140,1.471,4484,1.069,151000,1.031,36750,1.024
613100,0.6115,284200,0.9199,246900,1.913,71700,1.166,3890,1.031,173500,0.8365,34670,1.107
198200,1.134,247300,0.8848,638800,0.7619,62550,1.349,4543,0.8919,183100,0.8119,34350,1.068
105200,1.899,120600,1.172,130800,1.357,75460,1.172,3845,1.016,297100,0.6061,38440,1.088
89550,0.7548,175500,0.8967,233100,1.107,60010,1.326,4323,1.024,185900,0.863,39760,0.9063
202200,0.6687,131100,1.218,113500,1.064,64630,1.294,4416,0.9529,246300,0.7048,38160,1.058
307500,0.8412,217200,1.364,243800,1.068,67520,1.421,4855,0.986,272500,0.6576,28240,1.077
211300,0.9351,169200,1.096,121800,1.994,66090,1.246,3997,0.8589,230400,0.7552,30250,1.025
295000,0.6123,505500,0.9356,128300,1.228,63560,1.454,5065,0.8669,284500,0.6668,33340,0.8791
256000,0.524,281400,0.9744,229800,0.9953,62670,1.353,4670,1.018,217700,0.7263,36330,1.114
244000,0.6542,321300,0.9937,103100,1.698,61880,1.24,3977,1.013,264500,0.7578,34220,1.188
180500,1.006,242200,1.065,155600,0.6471,64810,1.28,4274,0.9017,148800,1.008,33630,0.9525
155100,0.9328,228100,0.6936,120200,1.824,82660,1.009,4696,0.976,218300,0.6812,31850,0.8185
106700,1.181,243800,0.5869,281300,0.9026,71080,1.321,5293,0.9297,179400,0.8416,32120,1.053
164400,0.6338,146600,0.8774,92890,0.9907,67770,1.195,4912,0.8878,151900,0.8173,38860,0.9681
220200,1.045,153800,1.425,195400,0.7767,67770,1.353,5315,1.103,194300,0.9537,39230,1.049
740800,0.5219,141600,1.486,139000,0.8934,69470,1.392,4912,1.152,284400,0.6719,37860,1.048
553600,0.5037,107600,1.05,143100,1.914,68690,1.288,5157,1.034,183200,0.7209,42520,0.9795
547300,0.5458,220400,1.025,175600,0.9533,67610,1.418,4732,1.112,243900,0.6475,34420,1.157
130800,1.971,360000,1.394,148700,0.9767,64360,1.108,4738,0.9208,273200,0.6843,43880,1.135
115300,1.315,5440000,1.929,121200,1.239,64670,1.525,4461,0.8899,415500,0.5842,43190,1.049
121400,1.378,541300,1.254,98510,1.785,61120,1.538,4959,0.9585,238300,0.6839,36670,0.9589
145900,1.439,110200,1.544,185200,1.378,58720,1.478,5022,1.039,196600,0.7984,46290,0.8941
163800,0.9593,162600,1.659,200400,0.9198,66960,1.42,3854,0.8459,186600,0.8062,32240,1.149
125200,1.175,127400,1.539,139000,1.156,60410,1.171,4525,1.003,190100,0.9715,33930,0.9246
160700,0.8571,135300,0.6381,107800,1.637,65530,1.102,5646,1.021,179500,0.8611,33450,0.9914
82660,1.167,181400,1.092,139300,1.435,65490,1.421,4471,1.021,187700,0.8666,37380,0.853
329500,0.8071,127200,1.574,146300,1.415,74240,1.194,4638,1.006,207500,0.7809,35790,1.094
206200,0.7296,154500,1.668,489300,0.5284,83670,0.9515,5064,1.027,186800,0.7599,36170,1.021
381700,0.654,146900,0.7993,294000,0.681,77200,1.113,5076,0.9875,220500,0.6874,36910,0.9059
86870,1.579,296500,0.5833,212700,0.8549,69540,1.463,5248,0.9441,175500,0.8005,42600,0.9886
193000,1.207,172300,0.8601,142200,1.45,63800,1.15,5035,0.9385,191400,0.7042,36920,0.7805
312400,0.6087,587500,1.01,462500,0.517,59430,1.267,5057,0.9424,238800,0.674,34720,1.084
152200,1.304,88490,0.9141,109800,1.251,62920,1.217,4105,0.9098,158300,1.029,42160,0.9887
288600,0.5384,94670,1.266,92700,1.058,68260,1.409,4407,0.91,328100,0.6795,38200,1.084
266100,0.6967,184800,1.77,88880,1.891,61410,1.315,4843,0.9778,206000,0.751,39860,0.9544
96560,1.468,13490000,0.9871,122600,1.953,69420,1.294,5522,0.9366,184000,0.9048,28610,1.119
152200,0.8916,3424000,0.8423,222100,0.6384,84390,1.378,4848,1.007,199300,0.8188,32520,1.142
134800,0.7238,341700,1.214,115000,1.9,73490,1.086,6131,1.079,161500,1.062,34030,1.049
336600,0.734,1512000,0.5284,158000,1.458,65810,1.105,6107,1.099,341300,0.546,35060,1.158
144000,1.482,612600,0.6386,1019000,0.6452,66300,1.16,4400,0.7059,282200,0.695,36710,1.066
105000,0.6894,342300,0.8127,419900,0.9253,71890,1.297,3673,0.8722,225400,0.868,37820,1.072
93970,1.407,202800,0.9218,81000,1.384,62310,1.356,5023,1.061,207300,0.8636,39590,0.9485
162400,1.631,125700,1.881,162600,0.9744,67580,1.079,4937,1.126,193600,0.7821,36000,0.9025
210500,1.115,94360,1.41,190000,1.434,66990,1.347,4798,1.074,244000,0.6925,35690,0.9153
782800,0.5203,137900,1.719,190600,1.163,71270,1.01,4237,0.9874,275800,0.6657,38090,1.084
350500,0.7141,165800,0.8642,105800,1.591,71640,1.108,4524,0.8938,175400,0.8764,37780,1.123
708400,0.5451,171500,0.9386,100600,1.611,81440,1.257,5248,1.001,284300,0.7045,29200,1.081
129900,1.937,115500,1.291,145500,1.113,66200,1.393,4448,1.071,196200,0.7574,22280,1.208
166300,1.311,253900,1.461,173100,1.062,55520,1.71,4123,1.232,219600,0.7483,32350,1.079
357600,0.6271,246600,0.6832,137900,1.955,66960,1.377,3827,0.9383,343200,0.5837,31720,1.064
185000,0.8271,104700,1.966,110900,1.942,69660,1.214,5331,1.064,250800,0.8438,31840,0.9789
113000,1.907,178900,0.9586,176500,0.8,64690,1.409,4908,1.264,241400,0.7163,31670,1.045
141000,1.091,134900,1.879,103900,1.797,67220,1.093,4513,1.069,265800,0.6149,32830,0.9177
114400,1.267,127100,1.518,102200,1.529,75400,1.074,4038,0.9183,265500,0.6254,42150,0.8348
112000,0.8597,81270,1.398,115400,1.836,64980,1.316,4213,0.9683,213400,0.7543,35530,1.161
200500,0.9169,91900,1.612,127000,1.218,68810,1.291,4774,0.9726,195300,0.8132,38800,1.195
489500,0.6769,377200,0.5843,151700,1.508,63160,1.262,4688,1.126,161600,0.8519,35060,0.9645
207000,0.5798,405000,0.6208,90030,1.206,81570,1.075,5111,1.034,178200,0.8464,37860,0.9572
115600,0.92,294500,0.5433,160300,1.244,69740,1.275,4810,1.065,230000,0.77,33880,1.156
222800,1.076,374000,0.7486,120400,1.137,60570,1.243,4887,0.9022,203100,0.8792,34160,1.1
101600,1.608,116000,1.906,97550,0.9626,66190,1.175,6337,1.153,151900,0.9947,38230,1.009
109000,0.6982,99060,1.583,163600,0.8788,71390,1.271,4386,0.9308,235700,0.8247,34010,1.086
138500,1.141,96790,1.74,120300,1.578,69630,1.329,4851,1.177,240100,0.7059,35330,1.176
198000,0.6516,1007000,0.6337,365000,0.7257,53090,1.269,5213,0.9229,197100,0.8301,39820,1.305
230200,0.7509,265300,1.075,255200,1.035,64450,1.109,4510,1.11,234700,0.6916,37350,1.078
312000,0.6795,137800,1.276,194400,0.9252,75370,1.167,5489,1.07,195600,0.8248,34410,0.8707
412600,0.503,124600,1.529,103100,1.507,60200,1.254,5767,1.309,184800,0.914,39250,1.06
130500,1.704,137200,1.586,114500,1.559,78260,1.214,3998,0.9685,221400,0.7823,28650,1.186
122200,1.485,134700,1.203,106400,1.607,80780,1.116,5090,1.07,184400,0.8925,33880,0.9971
127000,0.8946,138100,1.061,409300,0.8123,78320,1.168,5065,1.11,182000,0.843,39840,0.9865
133800,1.128,160500,1.521,198500,0.8943,86560,1.001,4348,0.9851,206800,0.8889,30680,0.8784
173800,0.7255,168300,1.472,141700,0.7948,73310,1.028,4329,1.004,229800,0.681,31960,0.9765
177700,0.9162,114600,1.896,228400,1.017,58550,1.178,4634,1.155,246000,0.6656,33530,0.9505
205800,0.7648,126000,1.766,144100,1.071,70500,1.106,3802,1.033,257900,0.5881,44670,1.041
175300,0.8109,90750,1.521,133400,1.458,73940,1.239,4538,1.06,268000,0.6653,41190,1.037
158700,1.061,162500,1.646,108900,1.872,66210,1.388,5226,1.254,196700,0.8094,38040,1.065
218700,0.6653,134100,1.43,112900,1.068,79600,1.091,4102,1.107,172800,0.984,31200,0.998
114000,1.073,114800,1.79,132200,1.316,65720,1.283,4327,1.003,344700,0.6113,34310,1.105
74950,1.281,97910,1.616,118500,0.7667,68230,1.293,5280,1.094,367400,0.5685,35110,0.9582
150900,0.6319,175200,1.914,196900,1.265,66320,1.369,4955,0.9422,169000,0.8838,28370,1.144
