"","drug","exp","conc","block_lowest_median","block_raw","block","channel"
"2887","clozapine","Addon_n1_INaL",7100,9.9,68.75,65.31631521,"INaL"
"2888","clozapine","Addon_n1_INaL",7100,9.9,66.36,62.66370699,"INaL"
"2889","clozapine","Addon_n1_INaL",7100,9.9,47.13,41.32075472,"INaL"
"2890","chlorpromazine","Addon_n1_INaL",3000,9.9,101.18,101.3096559,"INaL"
"2891","chlorpromazine","Addon_n1_INaL",3000,9.9,98.78,98.64594895,"INaL"
"2892","chlorpromazine","Addon_n1_INaL",3000,9.9,99.2,99.11209767,"INaL"
"2893","clozapine","Addon_n1_INaL",7100,9.9,66.19,62.47502775,"INaL"
"2894","clozapine","Addon_n1_INaL",7100,9.9,48.17,42.47502775,"INaL"
"2895","clozapine","Addon_n1_INaL",7100,9.9,59.71,55.28301887,"INaL"
"2896","clozapine","Addon_n1_INaL",7100,9.9,60.65,56.32630411,"INaL"
"2897","clozapine","Addon_n1_INaL",7100,9.9,74.53,71.73140954,"INaL"
"2898","clozapine","Addon_n1_INaL",71000,9.9,106.85,107.6026637,"INaL"
"2899","clozapine","Addon_n1_INaL",71000,9.9,100,100,"INaL"
"2900","chlorpromazine","Addon_n1_INaL",3000,9.9,97.67,97.41398446,"INaL"
"2901","chlorpromazine","Addon_n1_INaL",3000,9.9,100,100,"INaL"
"2902","chlorpromazine","Addon_n1_INaL",3000,9.9,100,100,"INaL"
"2903","chlorpromazine","Addon_n1_INaL",3000,9.9,93.77,93.0854606,"INaL"
"2904","chlorpromazine","Addon_n1_INaL",3000,9.9,101.05,101.1653718,"INaL"
"2905","clozapine","Addon_n1_INaL",71000,9.9,105.59,106.2042175,"INaL"
"2906","chlorpromazine","Addon_n1_INaL",3000,9.9,103.57,103.9622642,"INaL"
"2907","chlorpromazine","Addon_n1_INaL",3000,9.9,98.18,97.9800222,"INaL"
"2908","clozapine","Addon_n1_INaL",71000,9.9,101,101.1098779,"INaL"
"2909","clozapine","Addon_n1_INaL",71000,9.9,108.91,109.8890122,"INaL"
"2910","clozapine","Addon_n1_INaL",71000,9.9,99.33,99.2563818,"INaL"
"2911","clozapine","Addon_n1_INaL",7100,9.9,81.82,79.82241953,"INaL"
"2912","clozapine","Addon_n1_INaL",7100,9.9,75.68,73.00776915,"INaL"
"2913","clozapine","Addon_n1_INaL",71000,9.9,106.4,107.1032186,"INaL"
"2914","clozapine","Addon_n1_INaL",71000,9.9,99.49,99.43396226,"INaL"
"2915","clozapine","Addon_n1_INaL",71000,9.9,99.67,99.63374029,"INaL"
"2916","clozapine","Addon_n1_INaL",71000,9.9,100,100,"INaL"
"2917","clozapine","Addon_n1_INaL",71000,9.9,100.69,100.7658158,"INaL"
"2918","clozapine","Addon_n1_INaL",7100,9.9,67.92,64.39511654,"INaL"
"2919","clozapine","Addon_n1_INaL",71000,9.9,102.45,102.7192009,"INaL"
"2920","clozapine","Addon_n1_INaL",7100,9.9,72.41,69.37846837,"INaL"
"2921","clozapine","Addon_n1_INaL",7100,9.9,57.89,53.26304107,"INaL"
"2922","clozapine","Addon_n1_INaL",71000,9.9,97.45,97.16981132,"INaL"
"2923","clozapine","Addon_n1_INaL",71000,9.9,99.37,99.30077691,"INaL"
"2924","clozapine","Addon_n1_INaL",71000,9.9,104.89,105.427303,"INaL"
"2925","clozapine","Addon_n1_INaL",71000,9.9,97.18,96.87014428,"INaL"
"2926","clozapine","Addon_n1_INaL",7100,9.9,70.08,66.79245283,"INaL"
"2927","chlorpromazine","Addon_n2_INaL",100,23.4,24.43,1.34464752,"INaL"
"2928","chlorpromazine","Addon_n2_INaL",100,23.4,35.49,15.78328982,"INaL"
"2929","chlorpromazine","Addon_n2_INaL",100,23.4,36.05,16.51436031,"INaL"
"2930","chlorpromazine","Addon_n2_INaL",300,23.4,63.63,52.51958225,"INaL"
"2931","chlorpromazine","Addon_n2_INaL",300,23.4,61.76,50.07832898,"INaL"
"2932","chlorpromazine","Addon_n2_INaL",300,23.4,48.04,32.16710183,"INaL"
"2933","chlorpromazine","Addon_n2_INaL",300,23.4,48.53,32.80678851,"INaL"
"2934","chlorpromazine","Addon_n2_INaL",300,23.4,60.83,48.86422977,"INaL"
"2935","chlorpromazine","Addon_n2_INaL",100,23.4,40.7,22.5848564,"INaL"
"2936","chlorpromazine","Addon_n2_INaL",1000,23.4,73.2,65.01305483,"INaL"
"2937","chlorpromazine","Addon_n2_INaL",1000,23.4,81.7,76.10966057,"INaL"
"2938","chlorpromazine","Addon_n2_INaL",1000,23.4,77.16,70.18276762,"INaL"
"2939","chlorpromazine","Addon_n2_INaL",300,23.4,52.12,37.49347258,"INaL"
"2940","chlorpromazine","Addon_n2_INaL",100,23.4,14.07,-12.18015666,"INaL"
"2941","chlorpromazine","Addon_n2_INaL",3000,23.4,109.87,112.8851175,"INaL"
"2942","chlorpromazine","Addon_n2_INaL",3000,23.4,99.06,98.77284595,"INaL"
"2943","chlorpromazine","Addon_n2_INaL",3000,23.4,99.17,98.91644909,"INaL"
"2944","chlorpromazine","Addon_n2_INaL",3000,23.4,95.8,94.51697128,"INaL"
"2945","chlorpromazine","Addon_n2_INaL",3000,23.4,98.21,97.66318538,"INaL"
"2946","chlorpromazine","Addon_n2_INaL",3000,23.4,95.31,93.8772846,"INaL"
"2947","chlorpromazine","Addon_n2_INaL",300,23.4,29.61,8.107049608,"INaL"
"2948","chlorpromazine","Addon_n2_INaL",300,23.4,52.81,38.39425587,"INaL"
"2949","chlorpromazine","Addon_n2_INaL",300,23.4,67.77,57.92428198,"INaL"
"2950","chlorpromazine","Addon_n2_INaL",3000,23.4,98.75,98.36814621,"INaL"
"2951","chlorpromazine","Addon_n2_INaL",3000,23.4,100,100,"INaL"
"2952","chlorpromazine","Addon_n2_INaL",1000,23.4,90.39,87.45430809,"INaL"
"2953","chlorpromazine","Addon_n2_INaL",3000,23.4,100.46,100.6005222,"INaL"
"2954","chlorpromazine","Addon_n2_INaL",3000,23.4,96.29,95.15665796,"INaL"
"2955","chlorpromazine","Addon_n2_INaL",3000,23.4,96.26,95.11749347,"INaL"
"2956","chlorpromazine","Addon_n2_INaL",3000,23.4,94.87,93.30287206,"INaL"
"2957","chlorpromazine","Addon_n2_INaL",100,23.4,30.91,9.804177546,"INaL"
"2958","chlorpromazine","Addon_n2_INaL",100,23.4,43.98,26.86684073,"INaL"
"2959","chlorpromazine","Addon_n2_INaL",100,23.4,20.54,-3.733681462,"INaL"
"2960","chlorpromazine","Addon_n2_INaL",3000,23.4,99.32,99.11227154,"INaL"
"2961","chlorpromazine","Addon_n2_INaL",3000,23.4,97.22,96.37075718,"INaL"
"2962","chlorpromazine","Addon_n2_INaL",3000,23.4,98.91,98.5770235,"INaL"
"2963","chlorpromazine","Addon_n2_INaL",100,23.4,47.18,31.04438642,"INaL"
"2964","chlorpromazine","Addon_n2_INaL",100,23.4,34.2,14.09921671,"INaL"
"2965","chlorpromazine","Addon_n2_INaL",3000,23.4,96.05,94.84334204,"INaL"
"2966","clozapine","Addon_n2_INaL",71,23.4,20.1,-4.308093995,"INaL"
"2967","clozapine","Addon_n2_INaL",71,23.4,22.99,-0.535248042,"INaL"
"2968","clozapine","Addon_n2_INaL",71,23.4,34.83,14.92167102,"INaL"
"2969","clozapine","Addon_n2_INaL",71,23.4,17.27,-8.002610966,"INaL"
"2970","clozapine","Addon_n2_INaL",71,23.4,0,-30.54830287,"INaL"
"2971","clozapine","Addon_n2_INaL",71,23.4,17.44,-7.780678851,"INaL"
"2972","clozapine","Addon_n2_INaL",71,23.4,36.03,16.48825065,"INaL"
"2973","chlorpromazine","Addon_n2_INaL",100,23.4,24.32,1.201044386,"INaL"
"2974","chlorpromazine","Addon_n2_INaL",100,23.4,41.87,24.11227154,"INaL"
"2975","chlorpromazine","Addon_n2_INaL",100,23.4,15.74,-10,"INaL"
"2976","chlorpromazine","Addon_n2_INaL",300,23.4,56.4,43.08093995,"INaL"
"2977","chlorpromazine","Addon_n2_INaL",300,23.4,47.83,31.89295039,"INaL"
"2978","chlorpromazine","Addon_n2_INaL",300,23.4,43.9,26.76240209,"INaL"
"2979","chlorpromazine","Addon_n2_INaL",300,23.4,57.71,44.79112272,"INaL"
"2980","chlorpromazine","Addon_n2_INaL",300,23.4,54.22,40.23498695,"INaL"
"2981","chlorpromazine","Addon_n2_INaL",300,23.4,57.98,45.14360313,"INaL"
"2982","chlorpromazine","Addon_n2_INaL",300,23.4,42.51,24.94778068,"INaL"
"2983","chlorpromazine","Addon_n2_INaL",300,23.4,51.72,36.97127937,"INaL"
"2984","chlorpromazine","Addon_n2_INaL",300,23.4,38.68,19.94778068,"INaL"
"2985","chlorpromazine","Addon_n2_INaL",300,23.4,53.5,39.29503916,"INaL"
"2986","clozapine","Addon_n2_INaL",71,23.4,35.81,16.20104439,"INaL"
"2987","chlorpromazine","Addon_n2_INaL",300,23.4,55.68,42.14099217,"INaL"
"2988","chlorpromazine","Addon_n2_INaL",300,23.4,39.68,21.25326371,"INaL"
"2989","clozapine","Addon_n2_INaL",710,23.4,28.56,6.736292428,"INaL"
"2990","clozapine","Addon_n2_INaL",710,23.4,32.78,12.24543081,"INaL"
"2991","clozapine","Addon_n2_INaL",710,23.4,25.16,2.297650131,"INaL"
"2992","chlorpromazine","Addon_n2_INaL",100,23.4,29.52,7.989556136,"INaL"
"2993","chlorpromazine","Addon_n2_INaL",100,23.4,42.69,25.18276762,"INaL"
"2994","chlorpromazine","Addon_n2_INaL",100,23.4,16.67,-8.785900783,"INaL"
"2995","chlorpromazine","Addon_n2_INaL",100,23.4,25.69,2.989556136,"INaL"
"2996","clozapine","Addon_n2_INaL",71,23.4,23.8,0.522193211,"INaL"
"2997","clozapine","Addon_n2_INaL",71,23.4,16.85,-8.550913838,"INaL"
"2998","clozapine","Addon_n2_INaL",71,23.4,3.79,-25.60052219,"INaL"
"2999","clozapine","Addon_n2_INaL",710,23.4,32.05,11.2924282,"INaL"
"3000","clozapine","Addon_n2_INaL",710,23.4,35.96,16.39686684,"INaL"
"3001","clozapine","Addon_n2_INaL",710,23.4,33.61,13.32898172,"INaL"
"3002","clozapine","Addon_n2_INaL",71,23.4,5.56,-23.28981723,"INaL"
"3003","clozapine","Addon_n2_INaL",71,23.4,17.39,-7.845953003,"INaL"
"3004","clozapine","Addon_n2_INaL",71,23.4,18,-7.049608355,"INaL"
"3005","clozapine","Addon_n2_INaL",71,23.4,4.35,-24.8694517,"INaL"
"3006","chlorpromazine","Addon_n2_INaL",1000,23.4,83.87,78.94255875,"INaL"
"3007","chlorpromazine","Addon_n2_INaL",1000,23.4,86.29,82.10182768,"INaL"
"3008","chlorpromazine","Addon_n2_INaL",1000,23.4,80.59,74.66057441,"INaL"
"3009","chlorpromazine","Addon_n2_INaL",1000,23.4,85.29,80.79634465,"INaL"
"3010","chlorpromazine","Addon_n2_INaL",1000,23.4,77.96,71.22715405,"INaL"
"3011","chlorpromazine","Addon_n2_INaL",1000,23.4,83.86,78.92950392,"INaL"
"3012","chlorpromazine","Addon_n2_INaL",1000,23.4,89.97,86.90600522,"INaL"
"3013","chlorpromazine","Addon_n2_INaL",1000,23.4,86.79,82.75456919,"INaL"
"3014","chlorpromazine","Addon_n2_INaL",1000,23.4,84.29,79.49086162,"INaL"
"3015","chlorpromazine","Addon_n2_INaL",1000,23.4,85.81,81.47519582,"INaL"
"3016","chlorpromazine","Addon_n2_INaL",1000,23.4,82.86,77.62402089,"INaL"
"3017","chlorpromazine","Addon_n2_INaL",1000,23.4,85.02,80.44386423,"INaL"
"3018","clozapine","Addon_n2_INaL",7100,23.4,71.93,63.35509138,"INaL"
"3019","clozapine","Addon_n2_INaL",7100,23.4,76.51,69.33420366,"INaL"
"3020","clozapine","Addon_n2_INaL",7100,23.4,64.45,53.59007833,"INaL"
"3021","clozapine","Addon_n2_INaL",7100,23.4,87.68,83.91644909,"INaL"
"3022","clozapine","Addon_n2_INaL",7100,23.4,54.92,41.14882507,"INaL"
"3023","clozapine","Addon_n2_INaL",7100,23.4,69.71,60.45691906,"INaL"
"3024","clozapine","Addon_n2_INaL",7100,23.4,55.69,42.154047,"INaL"
"3025","clozapine","Addon_n2_INaL",7100,23.4,64.68,53.89033943,"INaL"
"3026","clozapine","Addon_n2_INaL",7100,23.4,72.71,64.37336815,"INaL"
"3027","clozapine","Addon_n2_INaL",7100,23.4,70.03,60.87467363,"INaL"
"3028","clozapine","Addon_n2_INaL",7100,23.4,56.08,42.66318538,"INaL"
"3029","clozapine","Addon_n2_INaL",7100,23.4,64.49,53.64229765,"INaL"
"3030","clozapine","Addon_n2_INaL",7100,23.4,63.44,52.27154047,"INaL"
"3031","clozapine","Addon_n2_INaL",7100,23.4,65.51,54.97389034,"INaL"
"3032","clozapine","Addon_n2_INaL",710,23.4,20.63,-3.61618799,"INaL"
"3033","clozapine","Addon_n2_INaL",710,23.4,35.62,15.95300261,"INaL"
"3034","clozapine","Addon_n2_INaL",710,23.4,9.62,-17.98955614,"INaL"
"3035","clozapine","Addon_n2_INaL",710,23.4,12.94,-13.65535248,"INaL"
"3036","clozapine","Addon_n2_INaL",710,23.4,8.52,-19.42558747,"INaL"
"3037","clozapine","Addon_n2_INaL",710,23.4,21.62,-2.323759791,"INaL"
"3038","clozapine","Addon_n2_INaL",710,23.4,29.11,7.454308094,"INaL"
"3039","clozapine","Addon_n2_INaL",71,23.4,-1.06,-31.93211488,"INaL"
"3040","clozapine","Addon_n2_INaL",71,23.4,27.74,5.665796345,"INaL"
"3041","clozapine","Addon_n2_INaL",71,23.4,4.51,-24.66057441,"INaL"
"3042","chlorpromazine","Addon_n2_INaL",3000,23.4,98.89,98.55091384,"INaL"
"3043","chlorpromazine","Addon_n2_INaL",3000,23.4,104.31,105.6266319,"INaL"
"3044","chlorpromazine","Addon_n2_INaL",3000,23.4,100.31,100.4046997,"INaL"
"3045","chlorpromazine","Addon_n2_INaL",3000,23.4,99.25,99.02088773,"INaL"
"3046","chlorpromazine","Addon_n2_INaL",3000,23.4,101.54,102.0104439,"INaL"
"3047","chlorpromazine","Addon_n2_INaL",3000,23.4,100.82,101.0704961,"INaL"
"3048","chlorpromazine","Addon_n2_INaL",3000,23.4,101.44,101.8798956,"INaL"
"3049","clozapine","Addon_n2_INaL",71000,23.4,102.61,103.4073107,"INaL"
"3050","clozapine","Addon_n2_INaL",71000,23.4,100,100,"INaL"
"3051","clozapine","Addon_n2_INaL",71000,23.4,99.78,99.71279373,"INaL"
"3052","clozapine","Addon_n2_INaL",71000,23.4,98.66,98.25065274,"INaL"
"3053","clozapine","Addon_n2_INaL",71000,23.4,98.68,98.2767624,"INaL"
"3054","clozapine","Addon_n2_INaL",71000,23.4,99.71,99.62140992,"INaL"
"3055","clozapine","Addon_n2_INaL",71000,23.4,97.3,96.47519582,"INaL"
"3056","clozapine","Addon_n2_INaL",71000,23.4,99.85,99.80417755,"INaL"
"3057","clozapine","Addon_n2_INaL",71000,23.4,100.65,100.848564,"INaL"
"3058","clozapine","Addon_n2_INaL",71000,23.4,100,100,"INaL"
"3059","clozapine","Addon_n2_INaL",71000,23.4,110.98,114.3342037,"INaL"
"3060","clozapine","Addon_n2_INaL",71000,23.4,109.73,112.7023499,"INaL"
"3061","clozapine","Addon_n2_INaL",71000,23.4,98.25,97.7154047,"INaL"
"3062","clozapine","Addon_n2_INaL",71000,23.4,103.87,105.0522193,"INaL"
"3063","clozapine","Addon_n2_INaL",71000,23.4,102.4,103.1331593,"INaL"
"3064","clozapine","Addon_n2_INaL",71000,23.4,100,100,"INaL"
"3065","clozapine","Addon_n2_INaL",71000,23.4,94.04,92.21932115,"INaL"
"3066","clozapine","Addon_n2_INaL",71000,23.4,98.06,97.46736292,"INaL"
"3067","clozapine","Addon_n2_INaL",71000,23.4,100.16,100.2088773,"INaL"
"3068","clozapine","Addon_n2_INaL",71000,23.4,99.58,99.45169713,"INaL"
"3069","clozapine","Addon_n2_INaL",71000,23.4,101.67,102.1801567,"INaL"
"3070","clozapine","Addon_n2_INaL",71000,23.4,98.74,98.35509138,"INaL"
"3071","clozapine","Addon_n2_INaL",71000,23.4,97.08,96.18798956,"INaL"
"3072","clozapine","Addon_n2_INaL",71000,23.4,100.38,100.4960836,"INaL"
"3073","clozapine","Addon_n2_INaL",71000,23.4,102.53,103.3028721,"INaL"
"3074","ondansetron","HQ_phase_1_ICaL",300,8.79,19.83,12.10393597,"ICaL"
"3075","ondansetron","HQ_phase_1_ICaL",300,8.79,7.06,-1.896721851,"ICaL"
"3076","ondansetron","HQ_phase_1_ICaL",300,8.79,-9.16,-19.67985966,"ICaL"
"3077","ondansetron","HQ_phase_1_ICaL",300,8.79,6.05,-3.004056573,"ICaL"
"3078","ondansetron","HQ_phase_1_ICaL",300,8.79,-2.44,-12.31224646,"ICaL"
"3079","ondansetron","HQ_phase_1_ICaL",300,8.79,-8.65,-19.12071045,"ICaL"
"3080","ondansetron","HQ_phase_1_ICaL",300,8.79,-5.18,-15.31630304,"ICaL"
"3081","ondansetron","HQ_phase_1_ICaL",300,8.79,8.41,-0.416620985,"ICaL"
"3082","ondansetron","HQ_phase_1_ICaL",300,8.79,20.49,12.82754084,"ICaL"
"3083","ondansetron","HQ_phase_1_ICaL",300,8.79,-8.71,-19.18649271,"ICaL"
"3084","ondansetron","HQ_phase_1_ICaL",300,8.79,-4.98,-15.09702883,"ICaL"
"3085","ondansetron","HQ_phase_1_ICaL",300,8.79,8.68,-0.120600811,"ICaL"
"3086","ondansetron","HQ_phase_1_ICaL",300,8.79,13.56,5.229689727,"ICaL"
"3087","ondansetron","HQ_phase_1_ICaL",300,8.79,10.86,2.269487995,"ICaL"
"3088","ondansetron","HQ_phase_1_ICaL",300,8.79,7.37,-1.556846837,"ICaL"
"3089","ondansetron","HQ_phase_1_ICaL",300,8.79,4.65,-4.538975989,"ICaL"
"3090","ondansetron","HQ_phase_1_ICaL",300,8.79,11.12,2.554544458,"ICaL"
"3091","ondansetron","HQ_phase_1_ICaL",300,8.79,11.96,3.475496108,"ICaL"
"3092","ondansetron","HQ_phase_1_ICaL",300,8.79,5.96,-3.102729964,"ICaL"
"3093","ondansetron","HQ_phase_1_ICaL",300,8.79,14.8,6.589189782,"ICaL"
"3094","ondansetron","HQ_phase_1_ICaL",300,8.79,12.93,4.538975989,"ICaL"
"3095","ondansetron","HQ_phase_1_ICaL",300,8.79,14.79,6.578226072,"ICaL"
"3096","ondansetron","HQ_phase_1_ICaL",1000,8.79,-7.48,-17.83795636,"ICaL"
"3097","ondansetron","HQ_phase_1_ICaL",1000,8.79,-4.26,-14.30764171,"ICaL"
"3098","ondansetron","HQ_phase_1_ICaL",1000,8.79,6.98,-1.984431532,"ICaL"
"3099","ondansetron","HQ_phase_1_ICaL",1000,8.79,9.67,0.964806491,"ICaL"
"3100","ondansetron","HQ_phase_1_ICaL",1000,8.79,0.69,-8.880605197,"ICaL"
"3101","ondansetron","HQ_phase_1_ICaL",1000,8.79,-5.85,-16.05087161,"ICaL"
"3102","ondansetron","HQ_phase_1_ICaL",1000,8.79,3.72,-5.558601031,"ICaL"
"3103","ondansetron","HQ_phase_1_ICaL",1000,8.79,-5.09,-15.21762965,"ICaL"
"3104","ondansetron","HQ_phase_1_ICaL",1000,8.79,4.59,-4.60475825,"ICaL"
"3105","ondansetron","HQ_phase_1_ICaL",1000,8.79,-4.8,-14.89968205,"ICaL"
"3106","ondansetron","HQ_phase_1_ICaL",1000,8.79,6.36,-2.664181559,"ICaL"
"3107","ondansetron","HQ_phase_1_ICaL",1000,8.79,6.51,-2.499725907,"ICaL"
"3108","ondansetron","HQ_phase_1_ICaL",1000,8.79,3.31,-6.008113145,"ICaL"
"3109","ondansetron","HQ_phase_1_ICaL",1000,8.79,5.9,-3.168512225,"ICaL"
"3110","ondansetron","HQ_phase_1_ICaL",1000,8.79,9.34,0.603004057,"ICaL"
"3111","ondansetron","HQ_phase_1_ICaL",1000,8.79,16.16,8.080254358,"ICaL"
"3112","ondansetron","HQ_phase_1_ICaL",1000,8.79,3.28,-6.041004276,"ICaL"
"3113","ondansetron","HQ_phase_1_ICaL",1000,8.79,11.96,3.475496108,"ICaL"
"3114","ondansetron","HQ_phase_1_ICaL",1000,8.79,1.24,-8.27760114,"ICaL"
"3115","ondansetron","HQ_phase_1_ICaL",1000,8.79,8.18,-0.668786317,"ICaL"
"3116","ondansetron","HQ_phase_1_ICaL",3000,8.79,3.53,-5.766911523,"ICaL"
"3117","ondansetron","HQ_phase_1_ICaL",3000,8.79,12.83,4.429338888,"ICaL"
"3118","ondansetron","HQ_phase_1_ICaL",3000,8.79,-7.64,-18.01337573,"ICaL"
"3119","ondansetron","HQ_phase_1_ICaL",3000,8.79,-8.59,-19.05492819,"ICaL"
"3120","ondansetron","HQ_phase_1_ICaL",3000,8.79,16.33,8.26663743,"ICaL"
"3121","ondansetron","HQ_phase_1_ICaL",3000,8.79,1.17,-8.354347111,"ICaL"
"3122","ondansetron","HQ_phase_1_ICaL",3000,8.79,12.84,4.440302598,"ICaL"
"3123","ondansetron","HQ_phase_1_ICaL",3000,8.79,7.14,-1.80901217,"ICaL"
"3124","ondansetron","HQ_phase_1_ICaL",3000,8.79,17.64,9.702883456,"ICaL"
"3125","ondansetron","HQ_phase_1_ICaL",3000,8.79,15.74,7.619778533,"ICaL"
"3126","ondansetron","HQ_phase_1_ICaL",3000,8.79,8.69,-0.109637101,"ICaL"
"3127","ondansetron","HQ_phase_1_ICaL",3000,8.79,1.08,-8.453020502,"ICaL"
"3128","ondansetron","HQ_phase_1_ICaL",3000,8.79,16.76,8.738076965,"ICaL"
"3129","ondansetron","HQ_phase_1_ICaL",3000,8.79,16.48,8.431093082,"ICaL"
"3130","ondansetron","HQ_phase_1_ICaL",3000,8.79,12.71,4.297774367,"ICaL"
"3131","ondansetron","HQ_phase_1_ICaL",10000,8.79,10.26,1.611665388,"ICaL"
"3132","ondansetron","HQ_phase_1_ICaL",10000,8.79,15.14,6.961955926,"ICaL"
"3133","ondansetron","HQ_phase_1_ICaL",10000,8.79,9.76,1.063479882,"ICaL"
"3134","ondansetron","HQ_phase_1_ICaL",10000,8.79,10.8,2.203705734,"ICaL"
"3135","ondansetron","HQ_phase_1_ICaL",10000,8.79,4.62,-4.57186712,"ICaL"
"3136","ondansetron","HQ_phase_1_ICaL",10000,8.79,13.39,5.043306655,"ICaL"
"3137","ondansetron","HQ_phase_1_ICaL",10000,8.79,11.09,2.521653327,"ICaL"
"3138","ondansetron","HQ_phase_1_ICaL",10000,8.79,9.27,0.526258086,"ICaL"
"3139","ondansetron","HQ_phase_1_ICaL",10000,8.79,11.68,3.168512225,"ICaL"
"3140","ondansetron","HQ_phase_1_ICaL",10000,8.79,5,-4.155246135,"ICaL"
"3141","ondansetron","HQ_phase_1_ICaL",10000,8.79,13.16,4.791141322,"ICaL"
"3142","ondansetron","HQ_phase_1_ICaL",10000,8.79,16.13,8.047363228,"ICaL"
"3143","ondansetron","HQ_phase_1_ICaL",10000,8.79,16.78,8.760004385,"ICaL"
"3144","ondansetron","HQ_phase_1_ICaL",10000,8.79,16.39,8.332419691,"ICaL"
"3145","ondansetron","HQ_phase_1_ICaL",10000,8.79,13.59,5.262580857,"ICaL"
"3146","ondansetron","HQ_phase_1_ICaL",10000,8.79,10.87,2.280451705,"ICaL"
"3147","ondansetron","HQ_phase_1_ICaL",10000,8.79,10.71,2.105032343,"ICaL"
"3148","ondansetron","HQ_phase_1_ICaL",10000,8.79,-1.12,-10.86503673,"ICaL"
"3149","ondansetron","HQ_phase_1_ICaL",10000,8.79,14.05,5.766911523,"ICaL"
"3150","ondansetron","HQ_phase_1_ICaL",10000,8.79,16.51,8.463984212,"ICaL"
"3151","ondansetron","HQ_phase_1_ICaL",10000,8.79,7.97,-0.89902423,"ICaL"
"3152","ondansetron","HQ_phase_1_ICaL",10000,8.79,12.88,4.484157439,"ICaL"
"3153","ondansetron","HQ_phase_1_ICaL",10000,8.79,1.96,-7.488214012,"ICaL"
"3154","ondansetron","HQ_phase_1_ICaL",10000,8.79,13.39,5.043306655,"ICaL"
"3155","quinidine","HQ_phase_1_ICaL",100,8.79,13.93,5.635347001,"ICaL"
"3156","quinidine","HQ_phase_1_ICaL",100,8.79,-2.86,-12.77272229,"ICaL"
"3157","quinidine","HQ_phase_1_ICaL",100,8.79,-15.57,-26.70759785,"ICaL"
"3158","quinidine","HQ_phase_1_ICaL",100,8.79,-13.99,-24.97533165,"ICaL"
"3159","quinidine","HQ_phase_1_ICaL",100,8.79,-8.9,-19.3948032,"ICaL"
"3160","quinidine","HQ_phase_1_ICaL",100,8.79,5.06,-4.089463875,"ICaL"
"3161","quinidine","HQ_phase_1_ICaL",100,8.79,-8.38,-18.82469028,"ICaL"
"3162","quinidine","HQ_phase_1_ICaL",100,8.79,-0.26,-9.922157658,"ICaL"
"3163","quinidine","HQ_phase_1_ICaL",100,8.79,-4.82,-14.92160947,"ICaL"
"3164","quinidine","HQ_phase_1_ICaL",100,8.79,-20.28,-31.87150532,"ICaL"
"3165","quinidine","HQ_phase_1_ICaL",100,8.79,-1.19,-10.9417827,"ICaL"
"3166","quinidine","HQ_phase_1_ICaL",100,8.79,-17.18,-28.47275518,"ICaL"
"3167","quinidine","HQ_phase_1_ICaL",100,8.79,-14.29,-25.30424296,"ICaL"
"3168","quinidine","HQ_phase_1_ICaL",100,8.79,-11.81,-22.58524285,"ICaL"
"3169","quinidine","HQ_phase_1_ICaL",300,8.79,-14.07,-25.06304133,"ICaL"
"3170","quinidine","HQ_phase_1_ICaL",300,8.79,11.84,3.343931586,"ICaL"
"3171","quinidine","HQ_phase_1_ICaL",300,8.79,2.55,-6.841355115,"ICaL"
"3172","quinidine","HQ_phase_1_ICaL",300,8.79,-6.67,-16.94989584,"ICaL"
"3173","quinidine","HQ_phase_1_ICaL",300,8.79,-12.01,-22.80451705,"ICaL"
"3174","quinidine","HQ_phase_1_ICaL",300,8.79,-2.93,-12.84946826,"ICaL"
"3175","quinidine","HQ_phase_1_ICaL",300,8.79,2.05,-7.389540621,"ICaL"
"3176","quinidine","HQ_phase_1_ICaL",300,8.79,-8.35,-18.79179914,"ICaL"
"3177","quinidine","HQ_phase_1_ICaL",300,8.79,4.9,-4.264883236,"ICaL"
"3178","quinidine","HQ_phase_1_ICaL",300,8.79,2.82,-6.545334941,"ICaL"
"3179","quinidine","HQ_phase_1_ICaL",300,8.79,2.04,-7.400504331,"ICaL"
"3180","quinidine","HQ_phase_1_ICaL",300,8.79,-6.84,-17.13627892,"ICaL"
"3181","quinidine","HQ_phase_1_ICaL",300,8.79,-11.7,-22.46464203,"ICaL"
"3182","quinidine","HQ_phase_1_ICaL",300,8.79,-6.07,-16.29207324,"ICaL"
"3183","quinidine","HQ_phase_1_ICaL",300,8.79,0.9,-8.650367284,"ICaL"
"3184","quinidine","HQ_phase_1_ICaL",300,8.79,1.54,-7.948689837,"ICaL"
"3185","quinidine","HQ_phase_1_ICaL",1000,8.79,-6.2,-16.43460147,"ICaL"
"3186","quinidine","HQ_phase_1_ICaL",1000,8.79,-16.04,-27.22289223,"ICaL"
"3187","quinidine","HQ_phase_1_ICaL",1000,8.79,-17.3,-28.6043197,"ICaL"
"3188","quinidine","HQ_phase_1_ICaL",1000,8.79,-7.56,-17.92566605,"ICaL"
"3189","quinidine","HQ_phase_1_ICaL",1000,8.79,-4.83,-14.93257318,"ICaL"
"3190","quinidine","HQ_phase_1_ICaL",1000,8.79,-5.89,-16.09472646,"ICaL"
"3191","quinidine","HQ_phase_1_ICaL",1000,8.79,2.2,-7.225084969,"ICaL"
"3192","quinidine","HQ_phase_1_ICaL",1000,8.79,-7.58,-17.94759347,"ICaL"
