ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
23290,0.7138,4347000,0.9419,56920,1.311,72900,0.7927,115.5,1.055,131600,0.9942,117.6,1.272
6124,0.991,2081,0.8327,8547,0.7198,15990,1.073,75.62,1.058,1.083e+09,0.8044,121.2,1.429
5705,0.6058,2120,1.127,13860000,0.5353,535300000,0.6313,88.93,0.9727,1.948e+09,0.9836,152.2,1.153
253000,1.092,5794,0.659,39660,1.675,52540000,1.432,113.1,1.285,584700000,0.9679,147.6,0.746
38820000,1.739,204800,1.309,59380000,0.9463,2489000,1.559,102.9,1.311,61430000,1.496,139,1.108
2321,1.293,2.166e+09,1.75,1.092e+09,0.8292,179900000,0.8194,78.99,1.437,98790,0.915,118.1,0.8167
1676000,0.561,30280,1.834,10760000,1.682,5483000,1.519,112.4,1.191,72160000,1.579,194.4,0.7153
221100,1.319,1066000,0.7048,1.988e+09,1.243,1230000,0.9473,110.7,1.109,266100,1.43,113.3,0.93
86420,1.873,2519,1.493,4388000,0.7951,7.732e+09,0.988,104.1,1.14,27050,0.832,134,1.072
7996000,1.467,6419000,1.361,40530,0.5416,2939,1.48,90.59,1.128,25120,1.917,236.5,0.933
9929000,1.998,612400,1.142,21290000,0.9934,1.701e+09,1.163,126.2,0.8926,17590,0.7727,198.7,0.936
673100,0.7299,2693,1.665,782700000,1.863,14730000,0.7366,101.4,1.227,6.658e+09,1.129,151.2,1.063
124300,0.895,8872000,1.18,106500000,1.795,404900,1.027,104.7,1.101,7035000,1.528,161.1,1.721
2949000,1.937,245800,1.559,5.743e+09,0.9938,222300,0.7281,99.91,1.71,10160000,1.045,160,0.7326
5.136e+09,1.895,690800000,1.576,15400,1.352,5169,1.193,99.94,1.266,50270,1.283,167.2,1.482
1.093e+09,1.996,1386000,1.909,6581,1.434,5249,0.9439,95.03,1.028,4.83e+08,1.013,242.2,0.7422
455100,1.309,691100000,0.9748,801300000,1.28,447600000,1.389,96.84,0.9968,124500000,1.626,167.1,0.6707
43180,1.146,24890000,1.254,4187000,1.608,33080,0.8858,100.4,1.092,7.754e+09,1.218,182.6,0.7723
50250000,0.9372,23330000,1.77,73220000,1.331,7.735e+09,0.7135,97.93,0.9325,1783000,1.762,118.2,0.7577
3631,1.39,3210000,1.884,4500,1.859,16470000,0.9834,85.16,1.295,42350,1.205,157.9,0.9413
36040,1.978,305300,0.8544,9215,1.674,93940000,0.8433,72.26,1.15,13990,1.382,212.6,1.103
99220,0.8504,7951,1.819,183200000,0.7235,16410000,0.5348,118.3,1.097,4117000,0.6536,199.7,1.022
37550000,0.5981,1141,1.119,3.592e+09,1.404,1.375e+09,1.675,92.56,1.034,320300,0.9613,263,0.704
35870000,1.511,2886,0.7501,399700,1.233,6e+06,1.216,111.4,1.175,197800,0.9504,155.1,1.251
1013000,1.181,1399,1.138,1667000,1.085,59170,1.198,107.5,1.049,202500000,0.9093,141,1.171
3.041e+09,1.427,1940000,1.507,557300,1.291,3.629e+09,1.033,110,1.433,64700,1.406,145.8,1.062
1.737e+09,1.278,1487000,0.9355,74330,1.095,188400,0.9756,81.23,1.315,6.368e+09,1.537,135.2,0.9969
195000,1.261,676.1,1.952,3043,1.144,839500000,1.885,106.4,1.117,3117000,1.547,244.7,0.8626
266600000,1.572,74530,1.354,4.933e+09,1.1,45590000,1.665,106.6,1.498,92460000,0.7494,172.3,1.18
264800,0.6552,657700000,1.599,3.28e+09,1.17,144400,1.45,94.84,1.411,36860000,1.337,165.7,0.8377
