hERG_IC50,hERG_h,hERG_Bmax
84.03,1.222,99
73.89,1.121,99
70.67,1.027,99
74.48,1.022,99
69.56,0.9626,99
71.65,0.9792,99
67.91,1.052,99
84.71,1.045,99
73.47,1.103,99
76.53,0.9665,99
70.72,1.011,99
69.83,1.102,99
80.99,1.144,99
77.36,1.115,99
66.24,0.9542,99
87.62,0.9838,99
80.58,1.02,99
66.95,1.137,99
80.49,0.9711,99
76.66,1.018,99
71.9,1.075,99
74.87,0.9957,99
75.66,0.9691,99
71.85,1.056,99
75.52,1.049,99
74.63,1.023,99
64.81,0.9699,99
70.33,1.029,98.56
70.77,1.127,99
89.62,1.092,99
78.2,1.015,99
82.42,1.23,99
73.41,1.054,99
72.21,1.144,99
82.69,1.047,99
73.38,1.136,99
80.12,1.191,99
71.89,1.117,99
90.32,1.052,99
72.58,1.084,99
64.7,1.024,99
84.77,1.071,99
79.25,1.175,99
69.55,1.183,99
80.58,1.185,99
72.16,1.02,99
75.94,1.016,99
87.35,1.039,99
83.79,1.136,99
75,1.067,99
78.35,0.9739,99
70.23,1.166,99
59.9,0.9781,99
72.02,1.108,99
66.76,1.023,99
78.19,0.9235,99
72.56,1.164,99
79.54,1.037,99
77.11,0.9936,99
72.71,0.9558,99
73.04,1.146,99
70.96,1.027,99
79.4,1.098,99
72.22,1.154,99
69.85,1.061,99
82.29,1.235,99
63.99,0.9545,99
73.4,1.107,99
67.84,0.9969,99
73.66,1.11,99
69.73,1.12,96.44
78.5,1.153,99
75.64,0.9597,99
70.73,1.04,99
68.39,0.9658,99
68.15,1.026,99
72.76,1.041,99
67.78,1.045,99
73.88,1.054,99
78.42,1.054,99
67.72,1.13,99
73.65,0.9803,99
74.84,1.119,99
76.16,1.032,99
71.83,1.095,99
76.39,0.961,99
68.54,1.059,99
70.75,0.9824,99
76.9,1.25,99
68.33,1.058,99
65.79,1.01,99
72.55,1.027,99
81.06,1.139,99
82.02,1.19,99
77.31,1.014,99
86.96,1.187,99
75.54,1.081,99
86.77,1.042,99
85.77,1.177,99
88.42,1.09,99
68.56,1.201,99
76.65,1.07,99
73.09,0.9982,99
67.49,1.076,99
67.59,1.102,99
76.71,1.02,99
79.73,1.153,99
65.58,1.078,99
68.87,0.9401,99
66.25,1.087,99
83.31,1.116,99
62.83,0.9672,99
78.22,1.02,99
76.4,0.966,99
73.28,1.076,99
80.25,1.17,99
73.43,1.031,99
74.53,1.046,99
79.54,1.063,99
67.1,0.9888,99
79.87,1.021,99
76.71,1.094,99
81.33,1.111,99
72.85,1.13,99
83.24,1.148,99
76.53,1.139,99
73.8,0.959,99
61.26,1.11,99
71.13,1.101,99
70.44,1.081,99
77.05,1.044,99
68.7,1.118,99
76.98,1.117,99
77.69,1.085,99
79.06,1.044,99
75.8,1.066,99
76.67,1.031,99
68.13,1.068,99
68.8,1.045,99
75.02,0.9775,99
68.89,0.933,99
79.43,1.106,99
70.96,0.9855,99
75.56,0.9104,99
76.87,1.065,99
64.21,0.9438,99
66.74,1.094,99
84.86,1.025,99
66.88,0.9838,99
73.04,0.9626,99
78.74,1.044,99
76.55,1.02,99
68.77,0.9773,99
81.82,1.102,99
63.86,1.003,99
81.68,1.223,99
71.79,1.086,99
68.72,1.143,99
73.75,1.084,99
78.97,0.9903,99
78.59,1.139,99
74.12,0.9876,99
73.81,0.9338,99
81.85,1.046,99
88.26,1.053,99
73.51,1.168,99
84.31,1.254,99
73.33,1.079,99
83.94,1.11,99
59.77,0.9984,99
71.13,0.9838,99
70.46,1.071,99
65.28,1.056,99
83.09,1.036,99
66.4,1.006,99
81.3,0.9645,99
69.25,1.006,99
75.5,0.9445,99
70.23,1.112,99
66.67,0.9946,99
74.74,1.118,99
67.41,1.108,99
73.02,1.046,99
65.13,1.101,99
67.16,0.9723,99
75.64,1.016,99
69.79,1.038,99
78.92,1.11,99
82.24,1.165,99
73.17,1.193,99
76.47,1.338,99
57.53,1.158,93.37
72.53,0.956,99
80.6,1.128,99
71,1.048,99
88.15,1.131,99
81.48,1.008,99
65.77,1.087,99
65.67,1.184,93.48
75.14,1.201,99
75.25,0.9721,99
67.61,1.008,99
71.26,1.012,99
75.98,0.9531,99
65.64,0.9684,99
76.41,1.032,99
69.16,1.062,99
80.26,0.9869,99
75,0.9659,99
67.17,0.9881,99
86.26,1.132,99
82.73,1.096,99
77.08,1.121,99
78.77,1.114,99
71.07,0.9022,99
66.61,1.003,99
60.08,0.9436,99
63.63,0.9835,99
72,1.092,99
83.11,1.162,99
74.44,1.049,99
74.67,1.015,99
68.42,1.022,99
65.9,1.166,99
79.61,1.085,99
77.07,0.9969,99
86.37,1.175,99
67.09,1.428,91.64
75.56,1.16,99
70.96,1.178,99
61.2,1.02,99
75.08,1.018,99
77.67,1.013,99
70.31,1.024,99
69.4,1.061,99
82.41,1.061,99
78.42,0.9629,99
71.97,1.077,99
68.28,1.194,99
74.09,1.087,99
82.74,0.968,99
74.57,0.9571,99
76.91,1.075,99
81.8,1.161,99
74.33,0.9896,99
67.05,0.972,99
67.34,1.11,99
74.93,0.9843,99
80.33,1.122,99
70.79,0.9546,99
82.66,0.9659,99
68.87,0.9081,99
78.12,0.9938,99
73.31,1.169,99
65.59,0.9839,99
67.61,1.016,99
81.12,1.057,99
74.81,1.042,99
70.02,0.9797,99
75.51,1.15,99
77.38,1.055,99
70.12,1.034,99
77.33,0.9951,99
66.77,1.015,99
79.61,1.04,99
81.45,1.056,99
72.41,1.11,99
78,0.9354,99
86.07,1.155,99
69.08,1.027,99
75.58,1.1,99
73.93,1.026,99
82.6,1.172,99
75.02,1.042,99
79.68,1.181,99
80.62,1.011,99
76.6,1.089,99
69.87,1.108,99
87.24,1.214,99
71.52,1.013,99
67.74,1.088,99
74.55,1.14,99
63.81,1,99
82.13,1.064,99
78.96,1.17,99
84.51,1.167,99
74.75,1.003,99
79.58,1.092,99
79.55,1.067,99
78.14,1.157,99
73.74,0.9863,99
79.78,1.091,99
60.15,1.069,99
88.1,1.169,99
69.58,1.059,99
80.61,1.088,99
73.04,0.9779,99
81.46,1.015,99
63.25,0.9344,99
79.06,0.9956,99
67.67,1.082,99
84.62,1.03,99
75.77,1.257,99
79.81,1.194,99
70.06,1.07,99
82.16,1.088,99
71.9,1.105,99
86.49,1.199,99
85.21,0.9395,99
89.85,1.129,99
70.84,0.8712,99
77.21,1.018,99
71.8,1.018,99
76.43,1.066,99
72.98,0.9198,99
82.06,0.9903,99
67.35,1.047,99
65.47,1.068,99
77.43,1.112,99
66.93,1.091,99
87.35,1.075,99
80.12,1.065,99
76.81,1.007,99
72.93,1.071,99
87.59,1.111,99
69.21,0.9998,99
77.73,1.067,99
71.14,1.029,99
77.32,1.149,99
76.16,1.134,99
61.04,1.001,99
71.84,1.043,99
