ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
18060,1.475,6439,0.7473,896.3,1.104,0.1848,0.8689
20770,1.65,6417,0.8111,774.4,1.276,1.236,1.191
29840,1.245,8887,0.8392,934.8,0.9811,0.4403,1.173
50870,0.8623,8304,0.6922,779.1,0.8109,0.1181,1.514
32810,0.9775,9300,0.7925,993.3,1.146,1.745e-05,1.322
24240,1.058,6896,1.107,742.2,0.8667,1.827e-06,0.7273
34760,0.5665,5126,1.025,1004,1.067,0.0008284,0.595
30120,1.015,4196,1.025,885,1.055,0.3327,0.9448
16780,1.879,10820,1.322,969.7,0.9654,0.04624,0.706
26340,1.519,8426,0.7128,953,0.8535,0.8458,1.242
15200,1.843,9051,1.545,887.7,1.053,1.6,1.698
21330,1.173,2295,1.002,923.5,1.092,1.546,1.683
67480,0.6843,5775,1.535,720.1,0.7793,1.049,1.562
91470,0.6968,5849,1.034,880.8,0.9249,1.061,1.693
64230,0.8737,8701,0.7217,719.2,1.09,1.715,1.779
34060,0.9112,13090,0.5824,598.7,0.7168,1.071,1.78
603500,0.5303,5055,0.9692,855,1.239,5.617e-05,1.457
427100,0.5511,8070,1.6,782,1.012,0.6595,1.37
48230,0.7167,14370,1.405,850.3,1.07,0.001109,1.643
112600,0.6317,11270,0.9864,832.2,1.053,0.03806,1.92
84230,0.8333,4199,0.7562,903.9,1.118,3.773e-07,0.5618
90980,0.6523,12130,0.6074,699.1,0.9028,0.1368,0.7308
23570,0.8907,2902,0.7571,931.8,0.9463,0.1534,0.8443
18500,1.862,6690,0.7915,838.6,1.01,0.08551,0.7733
17390,1.913,4649,0.5963,794.1,1.134,0.4475,0.8648
20900,1.517,6211,0.7404,817.3,1.372,0.4906,1.323
48280,0.7031,12810,1.094,930.8,1.359,0.7425,1.389
50550,0.9365,4570,0.9974,832.7,1.166,1.485,1.377
21120,1.641,1989,1.078,865.3,0.9753,1.498,1.608
19120,1.74,8208,1.395,882.3,0.9252,1.167,1.723
32740,1.212,6258,1.294,760.5,1.111,1.325,1.669
279500,0.5483,3742,1.008,912.7,0.973,1.486,1.632
